ancestor,pfamIDs,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,median_PfamLen,mean_PfamLen,concat_length,Clans,avg_clustering_allPhases,avg_clustering_trunc,avg_transfer,phylostrata_age,GC_content
LBCA,PF00137,0.187968314,0.020711303,0.012274064,0.008768948,0.007483164,0.039158115,0.025822417,0.157508535,0.001772674,0.12365941,0.122529628,0.019787608,0.036231848,0.047083832,0.025288727,0.043427641,0.034331089,0.001564124,0.013192012,0.071436547,0,0,60,59.86404522,1217934,PF00137,1.161344755,1.186397829,0.1003584,postLUCA,0.551768779
LBCA,PF00140,0.077933096,0.084045523,0.011707488,0.060997709,0.000673132,0.145233767,0.04378556,0.054658587,0.005749436,0.077471361,0.129758688,0.06186833,0.033364533,0.009337619,0.038122351,0.032368743,0.035190612,0.001261427,0.040269698,0.05620234,0,0,32,31.33697973,719027,PF00140,0.514515675,0.494013488,0.05797045,postLUCA,0.460501842
unclassifiable,PF00141,0.107541757,0.053493494,0.039962565,0.074091552,0.001727685,0.066609306,0.029931729,0.102198471,0.018907961,0.035388877,0.083042482,0.046541598,0.023490429,0.037292706,0.054751189,0.053366188,0.05933887,0.03206438,0.025493304,0.054765457,0,0,309,308.7472258,3644761,CL0617,1.026775534,1.01051594,0.292632,unclassifiable,0.547580842
unclassifiable,PF00142,0.085031972,0.048321679,0.039482192,0.059453315,0.023681667,0.075055681,0.027344701,0.107309148,0.011021547,0.07778007,0.083493058,0.058770769,0.027152336,0.03151298,0.037024333,0.048191891,0.044688775,0.001679132,0.032763348,0.080241406,0,0,266,255.3850252,862946,CL0023,0.878144969,0.876888513,0.14439,unclassifiable,0.477059029
LUCA,PF00144,0.087530194,0.050958638,0.038419954,0.058181999,0.005580789,0.050946441,0.034097994,0.094059078,0.023987307,0.048324286,0.096073545,0.045988998,0.024385122,0.040984935,0.052222042,0.062322643,0.064550678,0.017078082,0.040161509,0.064145767,0,0,313,303.9451039,17053144,CL0013,0.870490395,0.874032676,0.3590465,LUCA,0.495416991
LUCA,PF00145,0.073236937,0.067416465,0.044939057,0.058217897,0.014503645,0.061524432,0.034388579,0.080615477,0.024333087,0.061015754,0.083291396,0.061769341,0.016075147,0.052944854,0.056256555,0.053948259,0.04435546,0.013379852,0.032813202,0.064974605,0,0,251,234.5525056,3870820,CL0063,0.854365515,0.868976474,0.452287,LUCA,0.468375187
LUCA,PF00146,0.103452899,0.033447005,0.023348086,0.023602087,0.005811042,0.034711531,0.023409215,0.081642732,0.009424393,0.084381729,0.139748722,0.026528265,0.03645244,0.077376988,0.050750495,0.05677612,0.040330754,0.026726618,0.031506478,0.090572403,0,0,308,295.2129434,4744072,CL0425,1.100153348,1.092439899,0.1006398,LUCA,0.458923519
LBCA,PF00148,0.087340584,0.050305959,0.032441146,0.057252157,0.017687413,0.071174386,0.025451962,0.089051711,0.024312173,0.071295647,0.089126777,0.051747296,0.0256932,0.041195671,0.046725554,0.053115491,0.051847384,0.00838978,0.033727859,0.072117848,0.000000642,0.000000321,401,359.6271343,3117245,CL0043,0.804055772,0.803376413,0.2488335,postLUCA,0.480927615
preLUCA,PF00149,0.076792038,0.051500467,0.042636125,0.074524747,0.009273333,0.058384118,0.032132799,0.078878915,0.045765433,0.059011369,0.099747273,0.047990451,0.018110952,0.04552815,0.046194654,0.049161865,0.04592612,0.015686245,0.034656345,0.0680986,0,0,194,188.1602276,19870849,CL0163,0.904254462,0.905630495,0.20619,preLUCA,0.462900398
LUCA,PF00150,0.087469175,0.05068129,0.057645648,0.069643873,0.009450503,0.05893556,0.034717314,0.072600749,0.027647603,0.05376453,0.075679612,0.044857132,0.020772838,0.042126721,0.04969226,0.049746833,0.04983701,0.037263285,0.045295177,0.062172889,0,0,253,245.4929073,3426590,CL0036,0.967876214,0.973867541,0.387112,LUCA,0.47671986
LUCA,PF00152,0.076415445,0.068830677,0.030524007,0.06672335,0.00796082,0.089521844,0.03398875,0.067864066,0.022154042,0.056704179,0.094917417,0.05120534,0.031180088,0.061324455,0.048903575,0.041078716,0.047550279,0.009658337,0.035461991,0.058032621,0,0,338,344.9975928,15048450,CL0040,0.828057125,0.821331058,0.06453315,LUCA,0.461014001
unclassifiable,PF00154,0.100837586,0.051034678,0.030335162,0.054124238,0.006332048,0.062846491,0.038143724,0.103772727,0.011214709,0.087392753,0.086731556,0.065534504,0.027843601,0.028789488,0.034181909,0.062007326,0.052682304,0.000683257,0.015824306,0.079687634,0,0,262,252.6757306,3354523,CL0023,0.814625535,0.810679566,0.06013345,unclassifiable,0.490309226
preLUCA,PF00155,0.108136415,0.057640996,0.036288548,0.056464726,0.012781984,0.063402515,0.030150519,0.075116914,0.021805204,0.060061416,0.100091257,0.040977115,0.020215333,0.039827267,0.053314078,0.056773162,0.049649986,0.009779827,0.03550176,0.072020978,0,0,339,325.5217533,46022591,CL0061,0.79181631,0.789450134,0.1798375,preLUCA,0.478776007
LUCA,PF00156,0.098835995,0.063943197,0.023997863,0.067903494,0.008738531,0.063757255,0.025894674,0.083178365,0.0161388,0.077109003,0.097612924,0.059159473,0.017093783,0.028791738,0.03723214,0.047818796,0.051828816,0.004904093,0.0252344,0.100826658,0,0,118,119.6777705,9653568,CL0533,0.902077169,0.894905932,0.119316,LUCA,0.483125083
LBCA,PF00158,0.093875975,0.075134739,0.033818348,0.045308397,0.008498878,0.082220852,0.036263584,0.08888644,0.022506878,0.063353355,0.111321735,0.048243284,0.016538418,0.045246352,0.031640933,0.055154218,0.052272687,0.00095645,0.01548281,0.073275669,0,0,167,156.6212543,10589163,CL0023,0.846176198,0.879457066,0.12585,postLUCA,0.473817499
post-LBCA,PF00160,0.069140024,0.038808705,0.053669128,0.069971936,0.006380707,0.05282463,0.036688251,0.111116472,0.026616272,0.05906618,0.054481693,0.05392996,0.024461787,0.058881104,0.053596869,0.048417061,0.071928058,0.005062795,0.027070105,0.077888264,0,0,154,151.8035455,4290120,CL0475,1.07370703,1.074474425,0.124736,modern,0.479550165
LACA,PF00162,0.112074437,0.039849769,0.034508984,0.068684067,0.007509278,0.070478275,0.01988975,0.095151826,0.018588557,0.061605127,0.097488803,0.071181291,0.019366204,0.040109362,0.037864946,0.052465764,0.045799232,0.004282385,0.017356665,0.085745278,0,0,380,347.2527627,6190475,PF00162,0.786584051,0.776354259,0.0695302,postLUCA,0.489280712
unclassifiable,PF00163,0.057617965,0.120631801,0.029274002,0.023113523,0.011219725,0.073615456,0.057150476,0.100361069,0.016231236,0.033568641,0.104132253,0.113086964,0.016194199,0.033920904,0.039934058,0.041860802,0.03979414,0.002959663,0.051774358,0.033558765,0,0,90,90.15381762,1215003,CL0492,1.091252394,1.205123622,0.061979,unclassifiable,0.46227469
LACA,PF00164,0.061429793,0.108862049,0.036820742,0.031927373,0.015064324,0.041219892,0.037903627,0.106388265,0.023672662,0.047621143,0.067495661,0.108570132,0.011390674,0.007773906,0.054336849,0.05353676,0.049811595,0.001227769,0.027594226,0.107352558,0,0,112,109.1194519,1863542,CL0021,0.920054789,0.923379838,0.06334605,postLUCA,0.508947986
LBCA,PF00165,0.070430296,0.07594049,0.033612183,0.031558383,0.013224465,0.05249712,0.04668637,0.058608426,0.031157642,0.051896008,0.067474828,0.062966488,0.021790312,0.084656615,0.038370986,0.094825427,0.061613986,0.006011121,0.055552773,0.041126083,0,0,34,33.77834179,19963,CL0123,0.654869315,0.725632001,0.65717,postLUCA,0.415049772
LBCA,PF00166,0.067093163,0.044606158,0.01876716,0.072895508,0.001084233,0.096867919,0.026282154,0.103139411,0.006626683,0.081348794,0.081571371,0.095119286,0.012899507,0.014547514,0.048978409,0.039165001,0.045648407,0.003022791,0.024739438,0.115597094,0,0,92,90.46843914,1500600,CL0296,1.098185842,1.164085718,0.0849377,postLUCA,0.468966975
LUCA,PF00171,0.128049074,0.053958989,0.033975013,0.053078344,0.011324124,0.068319308,0.030373878,0.090337827,0.018183114,0.056389035,0.083054145,0.042690732,0.020062422,0.036527746,0.050157027,0.051204664,0.054639395,0.010898036,0.02201961,0.084757516,0,0,453,408.1657317,45840277,CL0099,0.811814778,0.810253825,0.2826165,LUCA,0.503522586
LBCA,PF00173,0.076181292,0.037121982,0.04352472,0.07654617,0.009669264,0.068440668,0.037730112,0.098412781,0.045453361,0.044124163,0.077840618,0.063080438,0.012049658,0.027522218,0.034611275,0.050631152,0.055991382,0.025002823,0.048068319,0.067997602,0,0,70,68.07037256,115107,PF00173,0.909336373,0.898321124,0.1315445,postLUCA,0.487142088
LUCA,PF00174,0.077891754,0.059571132,0.026259304,0.05982023,0.011135915,0.064094501,0.025748701,0.083852446,0.022611595,0.042568056,0.102433619,0.043824043,0.021657197,0.033879694,0.066062469,0.047429759,0.058311804,0.034088707,0.033891624,0.084867448,0,0,147,144.4816602,2095562,CL0072,0.779803678,0.799591548,0.15118,LUCA,0.503693666
LUCA,PF00175,0.086947533,0.059675154,0.028211478,0.059791402,0.01594872,0.067062577,0.032903551,0.087820074,0.027503507,0.053184433,0.098269597,0.041772562,0.030055028,0.047579246,0.049254351,0.048475492,0.049251844,0.013889085,0.036952616,0.06545175,0,0.000000228,105,103.3787408,4387186,CL0091,0.858903145,0.901368743,0.176537,LUCA,0.482562547
LUCA,PF00176,0.082498168,0.07402707,0.035318655,0.055344973,0.012068108,0.068737509,0.044541912,0.054105348,0.02314013,0.056618947,0.128634632,0.060800451,0.019946949,0.035953604,0.043958193,0.051043736,0.053963105,0.013012381,0.024966191,0.061319937,0,0,258,234.5975143,5153169,CL0023,0.866588048,0.862666455,0.2166625,LUCA,0.452609731
unclassifiable,PF00177,0.109475649,0.096028901,0.048250421,0.042612155,0.003234465,0.076794916,0.029567828,0.054649832,0.013196476,0.055863452,0.067440311,0.098931657,0.034118406,0.021329913,0.041131578,0.052307606,0.041559027,0.006271494,0.023296731,0.083939183,0,0,149,147.1653318,2517263,PF00177,0.888640646,0.906023599,0.03991855,unclassifiable,0.474850564
LUCA,PF00180,0.102889009,0.050189288,0.034994883,0.065626235,0.009542326,0.071724167,0.024724629,0.091958699,0.017240428,0.068331004,0.084254546,0.054338314,0.025439043,0.036063075,0.045664197,0.046708588,0.054385713,0.010349824,0.029218156,0.076357873,0,0,347,340.8201347,9915821,CL0270,0.795758946,0.783845812,0.1048805,LUCA,0.495350337
Euryarchaeota,PF00181,0.075457714,0.110157868,0.04570115,0.061896924,0.003281956,0.048094863,0.024655981,0.110770136,0.034150682,0.081997663,0.055544539,0.074576907,0.010406906,0.022528329,0.040636098,0.033596253,0.042802585,0.001532736,0.050971945,0.071238765,0,0,76,74.9429686,1210254,CL0021,1.0082108,0.996875076,0.066955,modern,0.496311566
LBCA,PF00182,0.100846446,0.046111864,0.068053601,0.046454036,0.017647487,0.044777396,0.050406115,0.111500806,0.019614972,0.040632846,0.069400901,0.037369387,0.01608633,0.043297505,0.049058815,0.051877451,0.058417201,0.026603821,0.055662722,0.046180299,0,0,189,146.8599246,233801,CL0037,0.98667183,0.981441398,0.266737,postLUCA,0.507910933
LBCA,PF00183,0.069559979,0.045476197,0.041496431,0.077341059,0.004097809,0.095828588,0.040313229,0.04421592,0.0181768,0.050024303,0.106219795,0.084208699,0.025793662,0.042658107,0.04068298,0.059047259,0.046016415,0.009862099,0.036991029,0.06198964,0,0,403,359.4110307,2880320,PF00183,0.847500799,0.847886597,0.0952326,postLUCA,0.425661577
LUCA,PF00185,0.09834926,0.055976179,0.039221726,0.065708122,0.012289226,0.072428972,0.033206805,0.063579549,0.02851126,0.055979041,0.091805663,0.049299808,0.035682177,0.030255603,0.043360632,0.049995607,0.04266241,0.010953115,0.030730552,0.090004291,0,0,149,149.1866172,4541539,CL0063,0.764839983,0.78797371,0.08717965,LUCA,0.484988237
LBCA,PF00186,0.080255931,0.062512553,0.03458546,0.066473267,0.00697959,0.075109497,0.026413289,0.074340432,0.027654521,0.072960731,0.079661512,0.049956775,0.023414997,0.046285473,0.05199514,0.044956295,0.057393563,0.01992832,0.030707078,0.068415577,0,0,158,151.9088497,1603246,CL0387,0.804592636,0.838965601,0.1382425,postLUCA,0.484520302
LUCA,PF00188,0.107976072,0.057799569,0.067933025,0.053988377,0.007094168,0.0556057,0.038546887,0.08885136,0.033771835,0.040874852,0.069235188,0.04052838,0.027480202,0.03412171,0.036393859,0.07048698,0.052435038,0.019843523,0.041716868,0.055316406,0,0,114,114.4510751,1469094,CL0659,0.83307011,0.837426388,0.1986935,LUCA,0.492300952
TACK,PF00189,0.117399315,0.109212233,0.016048051,0.025249152,0.007241568,0.058301471,0.036219257,0.108479371,0.01651831,0.088807682,0.061729584,0.066048265,0.033045183,0.023785567,0.015892487,0.046165352,0.050162914,0.014515247,0.031920557,0.073258434,0,0,83,82.66112193,1401354,PF00189,0.665471924,0.674601018,0.0405894,modern,0.515458106
LBCA,PF00190,0.077039755,0.041078828,0.045286642,0.052060544,0.006831006,0.062285639,0.031678165,0.091279939,0.044301606,0.058755929,0.078356704,0.036000186,0.02055369,0.051493078,0.054405356,0.059491136,0.061889483,0.022923485,0.029037128,0.075251702,0,0,126,115.021757,280193,CL0029,0.90099667,0.922989,0.3003745,postLUCA,0.500716553
LBCA,PF00194,0.0683933,0.034986335,0.058756955,0.047512127,0.008781155,0.068466082,0.052050089,0.065707642,0.045805388,0.054448257,0.085882828,0.049073302,0.017129257,0.042890467,0.065441987,0.062821833,0.059099031,0.013271808,0.030637607,0.068844548,0,0,212,205.2225541,274793,PF00194,0.882638995,0.894681179,0.1453135,postLUCA,0.46694916
LBCA,PF00195,0.133717325,0.058689109,0.028893448,0.056576399,0.025868075,0.051004626,0.031056669,0.073384029,0.021762833,0.055047166,0.104456373,0.029684191,0.019399314,0.040047445,0.04462121,0.062620179,0.055357193,0.005122408,0.022680721,0.080011286,0,0,193,178.19491,574144,CL0046,0.814009591,0.809563521,0.132893,postLUCA,0.518694485
LBCA,PF00196,0.104013803,0.089329905,0.038987036,0.02722616,0.00513489,0.078492485,0.035822047,0.048332399,0.028292488,0.064051998,0.131390692,0.063153396,0.017497881,0.01604976,0.012589726,0.066705311,0.071701178,0.003026768,0.016943712,0.081258363,0,0,55,53.79785545,6236355,CL0123,0.810617157,0.876934407,0.453097,postLUCA,0.436807631
LUCA,PF00198,0.098929089,0.060020201,0.040554347,0.054680882,0.004745704,0.058299391,0.02948594,0.071512531,0.020969801,0.073204089,0.092242956,0.058837106,0.033450571,0.035051003,0.043729329,0.053653696,0.058614117,0.004618282,0.018269588,0.089131379,0,0,228,219.1028825,6529485,CL0149,0.711173683,0.694830523,0.08993845,LUCA,0.471810905
LBCA,PF00199,0.07492597,0.062196048,0.053671715,0.069427239,0.002978036,0.057670496,0.040997039,0.073457928,0.037383216,0.042244978,0.062646889,0.044272584,0.023019215,0.066818799,0.065976203,0.050065277,0.058520773,0.01719934,0.031412372,0.065115882,0,0,382,362.2411173,3384781,PF00199,0.873066476,0.853998171,0.2373625,postLUCA,0.483980512
LBCA,PF00201,0.121763935,0.062804242,0.029616886,0.051721929,0.010026216,0.048182739,0.038817887,0.083226085,0.029864152,0.044296482,0.104368874,0.025991301,0.017694462,0.036086037,0.068074299,0.046755742,0.052048143,0.01031817,0.02049781,0.097844609,0,0,141,141.782471,671340,CL0113,0.821558643,0.821058688,0.337769,postLUCA,0.537475509
preLUCA,PF00202,0.108669491,0.050257201,0.031721102,0.050220068,0.01482437,0.065849925,0.028795094,0.101749206,0.027432349,0.059931144,0.095015186,0.043205075,0.023621862,0.042995817,0.047507631,0.045953032,0.052104363,0.00828228,0.029112,0.072752806,0,3.75E-08,386,372.317297,26660896,CL0061,0.799386043,0.79890959,0.1449205,preLUCA,0.494608999
unclassifiable,PF00203,0.039616139,0.074108713,0.031267836,0.032021557,0.002697569,0.059352322,0.020290219,0.08212445,0.05420189,0.059679806,0.062450714,0.105940025,0.029963708,0.056677263,0.048668788,0.053855526,0.067288185,0.010222442,0.018402284,0.091170563,0,0,81,80.21235949,1377166,PF00203,0.854621838,0.900844961,0.0513152,unclassifiable,0.441015468
unclassifiable,PF00204,0.091636638,0.054898053,0.053765922,0.051422266,0.004893013,0.091182446,0.037161073,0.071699839,0.02171207,0.058438541,0.074216459,0.075791699,0.013418539,0.040384244,0.028113561,0.05718603,0.064440743,0.005748556,0.027312408,0.076577901,0,0,170,165.7229698,3879409,CL0329,0.886400905,0.889323873,0.04618265,unclassifiable,0.450485961
LUCA,PF00205,0.125939048,0.048833567,0.032026573,0.06446512,0.009929005,0.051482251,0.024828428,0.093843228,0.026886982,0.069176083,0.102618926,0.043108009,0.022966,0.031022278,0.049350287,0.045655233,0.049317417,0.006801949,0.019769041,0.081980577,0,0,134,131.2792497,4563398,CL0063,0.789913671,0.795237644,0.168981,LUCA,0.507367038
LUCA,PF00206,0.114941563,0.056117285,0.038154992,0.05319225,0.0093594,0.070015114,0.039305531,0.072102396,0.028735024,0.060634496,0.100788427,0.047906958,0.027113066,0.034869333,0.037517457,0.058913778,0.054797312,0.008740152,0.020080592,0.066714873,0,0,294,287.7252808,12960873,PF00206,0.709912139,0.702963867,0.09541405,LUCA,0.485063928
LBCA,PF00207,0.094913292,0.050862092,0.042357627,0.056095865,0.001723518,0.051497598,0.035137482,0.065062819,0.01135925,0.039895458,0.088984122,0.053681941,0.024353847,0.048391605,0.054187684,0.059008877,0.09432104,0.015358612,0.015158976,0.097648296,0,0,87,84.6018297,601096,CL0159,0.842471091,0.838706873,0.1206645,postLUCA,0.501850531
preLUCA,PF00208,0.120678405,0.044120879,0.049680093,0.055757926,0.012984818,0.07350575,0.029658634,0.099535751,0.014618894,0.064697303,0.07521613,0.056623849,0.021240001,0.028277067,0.029215895,0.049252232,0.047260437,0.009714118,0.032617951,0.085343868,0,0,233,196.6808244,4704802,CL0063,0.730514796,0.748914064,0.148818,preLUCA,0.499611111
LBCA,PF00209,0.10210465,0.027485095,0.025491169,0.02174847,0.008697556,0.027231308,0.017104959,0.104480564,0.006520747,0.088257318,0.130863387,0.029425647,0.03155824,0.082507611,0.034935695,0.067468528,0.047654854,0.02582083,0.031977642,0.088665731,0,0,190,207.0368886,3822108,CL0062,1.189917533,1.23496801,0.136581,postLUCA,0.487626094
LUCA,PF00210,0.093081118,0.043998233,0.039265816,0.066426578,0.005715968,0.110123906,0.045422845,0.045671807,0.03663451,0.062428443,0.115880138,0.051785806,0.028338871,0.038189442,0.019688233,0.044524126,0.048378109,0.014948439,0.036058825,0.053438786,0,0,136,135.5180357,3253517,CL0044,0.785050798,0.787886234,0.1635355,LUCA,0.438778876
LUCA,PF00211,0.10712092,0.063698346,0.034353849,0.060097783,0.011524573,0.06541715,0.032079734,0.089175315,0.021933902,0.063973401,0.090961727,0.03893415,0.025703485,0.041335392,0.030858744,0.052133901,0.0539937,0.006288994,0.02295698,0.087457954,0,0,169,161.162507,3461126,CL0276,0.77623277,0.782876234,0.22485,LUCA,0.490287817
LBCA,PF00213,0.109936223,0.065419797,0.035526924,0.059704018,0.003136743,0.074424839,0.044164766,0.055709131,0.011112703,0.063453721,0.125336768,0.067802571,0.014236209,0.029508982,0.022781963,0.063176882,0.04660567,0.002577309,0.01867024,0.086714541,0,0,169,151.1501522,1737471,CL0255,0.74546096,0.731074699,0.08688035,postLUCA,0.465105828
LUCA,PF00215,0.124738173,0.046739215,0.028618331,0.065852851,0.010783387,0.059705877,0.0308491,0.090018657,0.017047514,0.06875341,0.094739829,0.053781517,0.02042058,0.030910964,0.044406882,0.049317788,0.04716983,0.006544708,0.024206968,0.085394421,0,0,219,212.921226,4105760,CL0036,0.872478516,0.876275581,0.0898588,LUCA,0.511763877
LBCA,PF00216,0.108318364,0.070440594,0.040620928,0.041861616,0.002101238,0.071458542,0.030142681,0.073392109,0.009886464,0.058353029,0.069216755,0.112321114,0.019292516,0.044378746,0.038398456,0.052216163,0.063004274,0.000873701,0.005129191,0.088593518,0,0,90,88.91464172,2433327,CL0548,0.870582336,0.842987603,0.0706722,postLUCA,0.469569858
