"PFAM_IDs","robust_classifications"
"PF09855","Inspect"
"PF09856","Proteobacteria"
"PF09857","Proteobacteria"
"PF09858","Inspect"
"PF09859","LBCA"
"PF09860","post-LBCA"
"PF09861","LUCA"
"PF09862","LBCA"
"PF09863","post-LBCA"
"PF09864","LBCA"
"PF09865","LBCA"
"PF09866","Proteobacteria"
"PF09867","Proteobacteria"
"PF09868","unclassifiable"
"PF09869","Euryarchaeota"
"PF09870","Euryarchaeota"
"PF09871","Euryarchaeota"
"PF09872","Euryarchaeota"
"PF09874","Euryarchaeota"
"PF09875","Euryarchaeota"
"PF09876","unclassifiable"
"PF09882","Euryarchaeota"
"PF09883","LACA"
"PF09884","Euryarchaeota"
"PF09885","Euryarchaeota"
"PF09886","Euryarchaeota"
"PF09887","Euryarchaeota"
"PF09888","Euryarchaeota"
"PF09889","Euryarchaeota"
"PF09890","Euryarchaeota"
"PF09891","TACK"
"PF09892","LACA"
"PF09894","Euryarchaeota"
"PF09895","TACK"
"PF09897","Euryarchaeota"
"PF09898","Proteobacteria"
"PF09899","LBCA"
"PF09900","post-LBCA"
"PF09902","Terrabacteria"
"PF09903","LBCA"
"PF09904","Proteobacteria"
"PF09905","LBCA"
"PF09906","Proteobacteria"
"PF09907","LBCA"
"PF09910","LACA"
"PF09911","Terrabacteria"
"PF09912","post-LBCA"
"PF09913","LBCA"
"PF09916","Proteobacteria"
"PF09917","unclassifiable"
"PF09918","LBCA"
"PF09919","Terrabacteria"
"PF09920","Euryarchaeota"
"PF09921","TACK"
"PF09922","post-LBCA"
"PF09923","Proteobacteria"
"PF09924","LBCA"
"PF09925","LBCA"
"PF09926","post-LBCA"
"PF09928","post-LBCA"
"PF09929","unclassifiable"
"PF09930","Euryarchaeota"
"PF09931","post-LBCA"
"PF09932","post-LBCA"
"PF09933","unclassifiable"
"PF09935","LBCA"
"PF09936","Proteobacteria"
"PF09937","Proteobacteria"
"PF09938","Proteobacteria"
"PF09939","Inspect"
"PF09940","LBCA"
"PF09941","Inspect"
"PF09943","TACK"
"PF09945","LBCA"
"PF09946","LACA"
"PF09947","Inspect"
"PF09948","LACA"
"PF09949","LBCA"
"PF09950","post-LBCA"
"PF09951","LBCA"
"PF09952","LBCA"
"PF09953","unclassifiable"
"PF09954","LBCA"
"PF09955","Proteobacteria"
"PF09956","LBCA"
"PF09957","LBCA"
"PF09958","TACK"
"PF09959","Euryarchaeota"
"PF09960","Terrabacteria"
"PF09962","Inspect"
"PF09963","Terrabacteria"
"PF09964","Terrabacteria"
"PF09965","LBCA"
"PF09966","LBCA"
"PF09967","LBCA"
"PF09968","LBCA"
"PF09969","LBCA"
"PF09970","LUCA"
"PF09971","Euryarchaeota"
"PF09972","LUCA"
"PF09973","TACK"
"PF09974","Euryarchaeota"
"PF09976","post-LBCA"
"PF09977","post-LBCA"
"PF09979","LBCA"
"PF09980","Inspect"
"PF09981","post-LBCA"
"PF09982","post-LBCA"
"PF09983","LBCA"
"PF09984","Proteobacteria"
"PF09985","post-LBCA"
"PF09986","Terrabacteria"
"PF09987","Euryarchaeota"
"PF09988","Terrabacteria"
"PF09989","LBCA"
"PF09990","LBCA"
"PF09991","LBCA"
"PF09992","LBCA"
"PF09994","post-LBCA"
"PF09995","LBCA"
"PF09996","LBCA"
"PF09997","LBCA"
"PF09998","post-LBCA"
"PF09999","LACA"
"PF10000","LBCA"
"PF10002","LBCA"
"PF10003","Proteobacteria"
"PF10005","LBCA"
"PF10006","LBCA"
"PF10007","LACA"
"PF10009","LBCA"
"PF10011","LBCA"
"PF10012","LBCA"
"PF10013","LBCA"
"PF10014","post-LBCA"
"PF10015","LACA"
"PF10016","post-LBCA"
"PF10017","LBCA"
"PF10020","LBCA"
"PF10021","LBCA"
"PF10022","LBCA"
"PF10023","LBCA"
"PF10025","LBCA"
"PF10026","LBCA"
"PF10027","unclassifiable"
"PF10028","post-LBCA"
"PF10029","LBCA"
"PF10030","unclassifiable"
"PF10031","Terrabacteria"
"PF10035","LBCA"
"PF10038","Proteobacteria"
"PF10040","LUCA"
"PF10041","post-LBCA"
"PF10042","LBCA"
"PF10043","post-LBCA"
"PF10047","LBCA"
"PF10048","Proteobacteria"
"PF10049","LUCA"
"PF10050","LBCA"
"PF10051","TACK"
"PF10052","Proteobacteria"
"PF10054","post-LBCA"
"PF10055","post-LBCA"
"PF10056","LBCA"
"PF10057","Terrabacteria"
"PF10060","LBCA"
"PF10061","TACK"
"PF10063","post-LBCA"
"PF10065","Proteobacteria"
"PF10066","unclassifiable"
"PF10067","LBCA"
"PF10069","Terrabacteria"
"PF10070","LBCA"
"PF10071","LBCA"
"PF10073","Proteobacteria"
"PF10074","Proteobacteria"
"PF10076","post-LBCA"
"PF10077","LBCA"
"PF10078","Terrabacteria"
"PF10079","post-LBCA"
"PF10080","Inspect"
"PF10081","post-LBCA"
"PF10082","post-LBCA"
"PF10084","Proteobacteria"
"PF10086","post-LBCA"
"PF10087","unclassifiable"
"PF10088","LBCA"
"PF10090","Proteobacteria"
"PF10091","LBCA"
"PF10092","unclassifiable"
"PF10093","Proteobacteria"
"PF10094","post-LBCA"
"PF10095","Proteobacteria"
"PF10096","LUCA"
"PF10097","LBCA"
"PF10098","Proteobacteria"
"PF10099","LBCA"
"PF10101","unclassifiable"
"PF10102","LUCA"
"PF10103","Terrabacteria"
"PF10105","LBCA"
"PF10106","Proteobacteria"
"PF10107","unclassifiable"
"PF10108","LBCA"
"PF10109","post-LBCA"
"PF10110","LBCA"
"PF10111","LBCA"
"PF10112","Terrabacteria"
"PF10114","LBCA"
"PF10115","Proteobacteria"
"PF10116","post-LBCA"
"PF10117","LBCA"
"PF10118","post-LBCA"
"PF10119","post-LBCA"
"PF10120","LACA"
"PF10122","post-LBCA"
"PF10123","post-LBCA"
"PF10124","LBCA"
"PF10127","LBCA"
"PF10128","Terrabacteria"
"PF10129","post-LBCA"
"PF10130","LUCA"
"PF10133","LACA"
"PF10134","LBCA"
"PF10135","LBCA"
"PF10136","Proteobacteria"
"PF10137","LBCA"
"PF10138","post-LBCA"
"PF10139","Proteobacteria"
"PF10140","Terrabacteria"
"PF10141","Terrabacteria"
"PF10142","LBCA"
"PF10143","LUCA"
"PF10144","Proteobacteria"
"PF10145","LBCA"
"PF10150","post-LBCA"
"PF10162","unclassifiable"
"PF10184","Terrabacteria"
"PF10216","Terrabacteria"
"PF10262","LBCA"
"PF10263","LBCA"
"PF10276","Proteobacteria"
"PF10282","LBCA"
"PF10294","LBCA"
"PF10298","Terrabacteria"
"PF10335","LBCA"
"PF10368","Terrabacteria"
"PF10369","LBCA"
"PF10370","LBCA"
"PF10371","LBCA"
"PF10385","LBCA"
"PF10387","LBCA"
"PF10388","Terrabacteria"
"PF10396","LBCA"
"PF10397","LUCA"
"PF10399","post-LBCA"
"PF10400","unclassifiable"
"PF10410","LBCA"
"PF10411","Proteobacteria"
"PF10412","LUCA"
"PF10414","Proteobacteria"
"PF10415","LUCA"
"PF10417","LUCA"
"PF10418","LUCA"
"PF10423","post-LBCA"
"PF10431","LBCA"
"PF10432","Terrabacteria"
"PF10435","Inspect"
"PF10437","LBCA"
"PF10438","post-LBCA"
"PF10442","LBCA"
"PF10447","Euryarchaeota"
"PF10458","LBCA"
"PF10459","unclassifiable"
"PF10462","LBCA"
"PF10502","LUCA"
"PF10503","LBCA"
"PF10504","post-LBCA"
"PF10509","LUCA"
"PF10517","unclassifiable"
"PF10518","LUCA"
"PF10531","LBCA"
"PF10543","unclassifiable"
"PF10544","LBCA"
"PF10546","unclassifiable"
"PF10547","post-LBCA"
"PF10551","Terrabacteria"
"PF10552","post-LBCA"
"PF10555","LBCA"
"PF10559","LACA"
"PF10563","Proteobacteria"
"PF10566","LBCA"
"PF10571","unclassifiable"
"PF10576","LBCA"
"PF10584","LACA"
"PF10588","LBCA"
"PF10589","LBCA"
"PF10590","LBCA"
"PF10592","LBCA"
"PF10593","LBCA"
"PF10604","LUCA"
"PF10605","post-LBCA"
"PF10609","LBCA"
"PF10611","Terrabacteria"
"PF10612","Terrabacteria"
"PF10614","Proteobacteria"
"PF10615","post-LBCA"
"PF10617","Proteobacteria"
"PF10618","Proteobacteria"
"PF10620","post-LBCA"
"PF10621","Euryarchaeota"
"PF10626","FCB"
"PF10627","Proteobacteria"
"PF10628","Terrabacteria"
"PF10633","LUCA"
"PF10634","unclassifiable"
"PF10635","Terrabacteria"
"PF10636","Proteobacteria"
"PF10646","unclassifiable"
"PF10647","post-LBCA"
"PF10648","post-LBCA"
"PF10649","Proteobacteria"
"PF10651","Terrabacteria"
"PF10652","FCB"
"PF10658","Proteobacteria"
"PF10662","post-LBCA"
"PF10664","Terrabacteria"
"PF10668","Terrabacteria"
"PF10670","LBCA"
"PF10671","Proteobacteria"
"PF10672","LBCA"
"PF10673","Terrabacteria"
"PF10674","Terrabacteria"
"PF10675","Proteobacteria"
"PF10676","Terrabacteria"
"PF10677","LBCA"
"PF10678","post-LBCA"
"PF10679","Proteobacteria"
"PF10685","LBCA"
"PF10686","LBCA"
"PF10688","post-LBCA"
"PF10689","Proteobacteria"
"PF10691","Proteobacteria"
"PF10693","Terrabacteria"
"PF10694","Terrabacteria"
"PF10696","Proteobacteria"
"PF10698","post-LBCA"
"PF10702","Terrabacteria"
"PF10703","post-LBCA"
"PF10704","Terrabacteria"
"PF10706","post-LBCA"
"PF10707","post-LBCA"
"PF10708","Terrabacteria"
"PF10710","Terrabacteria"
"PF10711","post-LBCA"
"PF10716","Terrabacteria"
"PF10718","Terrabacteria"
"PF10719","LBCA"
"PF10720","Terrabacteria"
"PF10722","LBCA"
"PF10724","Terrabacteria"
"PF10726","Terrabacteria"
"PF10727","post-LBCA"
"PF10728","LBCA"
"PF10730","Terrabacteria"
"PF10732","Terrabacteria"
"PF10734","Proteobacteria"
"PF10737","Terrabacteria"
"PF10738","Terrabacteria"
"PF10739","Terrabacteria"
"PF10740","Terrabacteria"
"PF10741","LBCA"
"PF10742","Terrabacteria"
"PF10745","Terrabacteria"
"PF10747","Terrabacteria"
"PF10750","Terrabacteria"
"PF10754","LBCA"
"PF10755","Proteobacteria"
"PF10756","post-LBCA"
"PF10758","Proteobacteria"
"PF10759","Terrabacteria"
"PF10763","Terrabacteria"
"PF10764","Terrabacteria"
"PF10768","Proteobacteria"
"PF10771","FCB"
"PF10776","Terrabacteria"
"PF10779","Terrabacteria"
"PF10782","Terrabacteria"
"PF10783","Terrabacteria"
"PF10797","post-LBCA"
"PF10801","Terrabacteria"
"PF10803","Terrabacteria"
"PF10805","Proteobacteria"
"PF10816","post-LBCA"
"PF10821","Terrabacteria"
"PF10823","post-LBCA"
"PF10824","Terrabacteria"
"PF10825","post-LBCA"
"PF10826","Euryarchaeota"
"PF10842","Terrabacteria"
"PF10844","Terrabacteria"
"PF10850","Terrabacteria"
"PF10851","FCB"
"PF10861","LBCA"
"PF10864","Terrabacteria"
"PF10865","Inspect"
"PF10869","Euryarchaeota"
"PF10881","LBCA"
"PF10882","LUCA"
"PF10884","LACA"
"PF10901","Terrabacteria"
"PF10908","unclassifiable"
"PF10915","PVC"
"PF10923","LBCA"
"PF10925","Terrabacteria"
"PF10926","post-LBCA"
"PF10928","Proteobacteria"
"PF10929","Terrabacteria"
"PF10932","Proteobacteria"
"PF10934","Terrabacteria"
"PF10935","Terrabacteria"
"PF10936","post-LBCA"
"PF10938","Proteobacteria"
"PF10939","Terrabacteria"
"PF10942","Terrabacteria"
"PF10944","Terrabacteria"
"PF10946","post-LBCA"
"PF10947","Proteobacteria"
"PF10948","Proteobacteria"
"PF10955","Terrabacteria"
"PF10957","Terrabacteria"
"PF10958","Terrabacteria"
"PF10960","Terrabacteria"
"PF10962","post-LBCA"
"PF10966","Terrabacteria"
"PF10967","Euryarchaeota"
"PF10969","Terrabacteria"
"PF10970","Terrabacteria"
"PF10972","Proteobacteria"
"PF10973","Proteobacteria"
"PF10974","post-LBCA"
"PF10975","Proteobacteria"
"PF10977","Inspect"
"PF10978","Terrabacteria"
"PF10979","post-LBCA"
"PF10980","Proteobacteria"
"PF10981","Proteobacteria"
"PF10982","Proteobacteria"
"PF10983","Proteobacteria"
"PF10984","Proteobacteria"
"PF10985","unclassifiable"
"PF10986","Proteobacteria"
"PF10987","LBCA"
"PF10988","LBCA"
"PF10989","Terrabacteria"
"PF10990","LBCA"
"PF10991","unclassifiable"
"PF10993","Proteobacteria"
"PF10994","post-LBCA"
"PF10996","LUCA"
"PF10997","Terrabacteria"
"PF10999","Terrabacteria"
"PF11000","Proteobacteria"
"PF11003","Proteobacteria"
"PF11004","post-LBCA"
"PF11006","Proteobacteria"
"PF11007","Terrabacteria"
"PF11008","post-LBCA"
"PF11009","post-LBCA"
"PF11010","post-LBCA"
"PF11011","Proteobacteria"
"PF11013","FCB"
"PF11014","Proteobacteria"
"PF11015","post-LBCA"
"PF11016","Terrabacteria"
"PF11017","post-LBCA"
"PF11019","Proteobacteria"
"PF11021","Terrabacteria"
"PF11023","Terrabacteria"
"PF11026","LBCA"
"PF11028","LBCA"
"PF11041","Proteobacteria"
"PF11042","LBCA"
"PF11059","Proteobacteria"
"PF11061","Terrabacteria"
"PF11062","Proteobacteria"
"PF11064","Proteobacteria"
"PF11066","LBCA"
"PF11067","Proteobacteria"
"PF11068","Terrabacteria"
"PF11070","Terrabacteria"
"PF11071","post-LBCA"
"PF11072","Proteobacteria"
"PF11074","LBCA"
"PF11075","LBCA"
"PF11079","Terrabacteria"
"PF11084","Terrabacteria"
"PF11085","Terrabacteria"
"PF11086","unclassifiable"
"PF11101","Proteobacteria"
"PF11102","Proteobacteria"
"PF11103","Proteobacteria"
"PF11112","Proteobacteria"
"PF11116","Terrabacteria"
"PF11117","Terrabacteria"
"PF11118","Terrabacteria"
"PF11122","Terrabacteria"
"PF11127","LBCA"
"PF11130","unclassifiable"
"PF11132","Terrabacteria"
"PF11136","post-LBCA"
"PF11137","Proteobacteria"
"PF11138","post-LBCA"
"PF11139","LBCA"
"PF11140","Proteobacteria"
"PF11141","post-LBCA"
"PF11142","Proteobacteria"
"PF11143","Proteobacteria"
"PF11146","LBCA"
"PF11148","Terrabacteria"
"PF11149","Proteobacteria"
"PF11150","Proteobacteria"
"PF11151","Terrabacteria"
"PF11152","Terrabacteria"
"PF11153","Proteobacteria"
"PF11154","LBCA"
"PF11155","Terrabacteria"
"PF11157","Proteobacteria"
"PF11158","unclassifiable"
"PF11159","LBCA"
"PF11160","LBCA"
"PF11161","Proteobacteria"
"PF11162","LBCA"
"PF11163","unclassifiable"
"PF11164","Proteobacteria"
"PF11165","Terrabacteria"
"PF11167","Inspect"
"PF11168","Proteobacteria"
"PF11169","Proteobacteria"
"PF11171","LBCA"
"PF11172","post-LBCA"
"PF11173","Proteobacteria"
"PF11174","Proteobacteria"
"PF11175","LBCA"
"PF11181","post-LBCA"
"PF11182","Proteobacteria"
"PF11184","Terrabacteria"
"PF11185","LBCA"
"PF11187","unclassifiable"
"PF11188","LBCA"
"PF11189","Terrabacteria"
"PF11190","Proteobacteria"
"PF11191","Proteobacteria"
"PF11193","Terrabacteria"
"PF11195","post-LBCA"
"PF11196","LBCA"
"PF11197","Proteobacteria"
"PF11198","Proteobacteria"
"PF11199","LBCA"
"PF11201","Proteobacteria"
"PF11202","post-LBCA"
"PF11203","Terrabacteria"
"PF11205","Proteobacteria"
"PF11207","Proteobacteria"
"PF11208","post-LBCA"
"PF11209","Terrabacteria"
"PF11210","Terrabacteria"
"PF11211","Inspect"
"PF11213","Terrabacteria"
"PF11215","post-LBCA"
"PF11216","Proteobacteria"
"PF11217","Terrabacteria"
"PF11218","post-LBCA"
"PF11219","Proteobacteria"
"PF11220","post-LBCA"
"PF11222","Terrabacteria"
"PF11225","post-LBCA"
"PF11227","Proteobacteria"
"PF11228","Terrabacteria"
"PF11230","LBCA"
"PF11231","Proteobacteria"
"PF11233","Proteobacteria"
"PF11236","LBCA"
"PF11237","Terrabacteria"
"PF11238","Terrabacteria"
"PF11239","Terrabacteria"
"PF11240","Terrabacteria"
"PF11241","Terrabacteria"
"PF11248","Terrabacteria"
"PF11249","Proteobacteria"
"PF11251","FCB"
"PF11253","post-LBCA"
"PF11255","Terrabacteria"
"PF11256","Terrabacteria"
"PF11258","Terrabacteria"
"PF11259","LBCA"
"PF11264","Terrabacteria"
"PF11266","Terrabacteria"
"PF11267","Terrabacteria"
"PF11268","Terrabacteria"
"PF11271","Terrabacteria"
"PF11272","unclassifiable"
"PF11273","Terrabacteria"
"PF11276","FCB"
"PF11279","Proteobacteria"
"PF11280","Proteobacteria"
"PF11282","Terrabacteria"
"PF11283","Terrabacteria"
"PF11284","Proteobacteria"
"PF11285","Terrabacteria"
"PF11286","Proteobacteria"
"PF11287","Proteobacteria"
"PF11288","LBCA"
"PF11290","Terrabacteria"
"PF11292","Terrabacteria"
"PF11294","post-LBCA"
"PF11295","Proteobacteria"
"PF11296","Terrabacteria"
"PF11297","FCB"
"PF11298","Terrabacteria"
"PF11299","post-LBCA"
"PF11300","post-LBCA"
"PF11301","unclassifiable"
"PF11303","post-LBCA"
"PF11304","post-LBCA"
"PF11305","Terrabacteria"
"PF11306","LBCA"
"PF11307","FCB"
"PF11308","LBCA"
"PF11314","Terrabacteria"
"PF11316","post-LBCA"
"PF11317","Terrabacteria"
"PF11318","Terrabacteria"
"PF11319","Proteobacteria"
"PF11322","post-LBCA"
"PF11324","Proteobacteria"
"PF11325","post-LBCA"
"PF11329","LBCA"
"PF11332","Terrabacteria"
"PF11333","Proteobacteria"
"PF11335","unclassifiable"
"PF11337","Terrabacteria"
"PF11338","Terrabacteria"
"PF11339","post-LBCA"
"PF11340","Proteobacteria"
"PF11341","Terrabacteria"
"PF11342","Proteobacteria"
"PF11343","Terrabacteria"
"PF11344","Terrabacteria"
"PF11345","Terrabacteria"
"PF11346","Proteobacteria"
"PF11347","Terrabacteria"
"PF11348","Proteobacteria"
"PF11349","Terrabacteria"
"PF11350","Terrabacteria"
"PF11351","post-LBCA"
"PF11352","Terrabacteria"
"PF11353","Terrabacteria"
"PF11356","post-LBCA"
"PF11360","Terrabacteria"
"PF11361","Terrabacteria"
"PF11363","FCB"
"PF11367","LBCA"
"PF11368","Terrabacteria"
"PF11369","LBCA"
"PF11371","Terrabacteria"
"PF11373","unclassifiable"
"PF11375","Terrabacteria"
"PF11376","LBCA"
"PF11377","Terrabacteria"
"PF11378","Terrabacteria"
"PF11380","LBCA"
"PF11381","LBCA"
"PF11382","Terrabacteria"
"PF11383","Proteobacteria"
"PF11385","Terrabacteria"
"PF11387","Terrabacteria"
"PF11390","Proteobacteria"
"PF11391","post-LBCA"
"PF11392","post-LBCA"
"PF11393","Proteobacteria"
"PF11396","LBCA"
"PF11397","post-LBCA"
"PF11398","unclassifiable"
"PF11399","Proteobacteria"
"PF11412","LBCA"
"PF11419","LACA"
"PF11431","Proteobacteria"
"PF11444","Proteobacteria"
"PF11445","Proteobacteria"
"PF11446","Proteobacteria"
"PF11449","post-LBCA"
"PF11450","Proteobacteria"
"PF11452","Terrabacteria"
"PF11453","Proteobacteria"
"PF11454","Proteobacteria"
"PF11455","Proteobacteria"
"PF11456","Proteobacteria"
"PF11457","Terrabacteria"
"PF11459","post-LBCA"
"PF11460","Terrabacteria"
"PF11469","LACA"
"PF11483","Inspect"
"PF11485","TACK"
"PF11490","Terrabacteria"
"PF11495","LACA"
"PF11512","unclassifiable"
"PF11518","Terrabacteria"
"PF11520","TACK"
"PF11528","LBCA"
"PF11533","post-LBCA"
"PF11534","LBCA"
"PF11535","LBCA"
"PF11536","LBCA"
"PF11551","FCB"
"PF11553","Terrabacteria"
"PF11563","LBCA"
"PF11574","Terrabacteria"
"PF11575","post-LBCA"
"PF11578","LBCA"
"PF11580","unclassifiable"
"PF11582","Proteobacteria"
"PF11583","LBCA"
"PF11588","Terrabacteria"
"PF11604","post-LBCA"
"PF11611","LBCA"
"PF11612","post-LBCA"
"PF11614","LBCA"
"PF11617","LBCA"
"PF11623","Terrabacteria"
"PF11625","post-LBCA"
"PF11638","post-LBCA"
"PF11645","LBCA"
"PF11651","post-LBCA"
"PF11655","LBCA"
"PF11659","Proteobacteria"
"PF11660","Proteobacteria"
"PF11661","Proteobacteria"
"PF11662","Terrabacteria"
"PF11663","post-LBCA"
"PF11665","Proteobacteria"
"PF11666","unclassifiable"
"PF11667","LUCA"
"PF11679","Proteobacteria"
"PF11680","FCB"
"PF11683","Terrabacteria"
"PF11684","Proteobacteria"
"PF11687","Terrabacteria"
"PF11688","Terrabacteria"
"PF11691","Terrabacteria"
"PF11692","post-LBCA"
"PF11694","Terrabacteria"
"PF11695","LBCA"
"PF11697","LBCA"
"PF11700","LBCA"
"PF11706","post-LBCA"
"PF11716","Terrabacteria"
"PF11720","Proteobacteria"
"PF11721","LBCA"
"PF11724","post-LBCA"
"PF11726","Proteobacteria"
"PF11728","Terrabacteria"
"PF11730","Proteobacteria"
"PF11731","LBCA"
"PF11734","post-LBCA"
"PF11736","LBCA"
"PF11737","post-LBCA"
"PF11738","LBCA"
"PF11739","Proteobacteria"
"PF11740","Proteobacteria"
"PF11741","post-LBCA"
"PF11742","post-LBCA"
"PF11743","Proteobacteria"
"PF11745","Proteobacteria"
"PF11746","Inspect"
"PF11747","post-LBCA"
"PF11748","Proteobacteria"
"PF11749","Proteobacteria"
"PF11750","LBCA"
"PF11751","FCB"
"PF11752","Proteobacteria"
"PF11753","LBCA"
"PF11755","Inspect"
"PF11756","LBCA"
"PF11760","LACA"
"PF11761","LBCA"
"PF11762","post-LBCA"
"PF11769","post-LBCA"
"PF11772","Terrabacteria"
"PF11774","Terrabacteria"
"PF11775","post-LBCA"
"PF11776","Proteobacteria"
"PF11777","post-LBCA"
"PF11780","post-LBCA"
"PF11783","Proteobacteria"
"PF11784","LBCA"
"PF11790","LBCA"
"PF11791","LBCA"
"PF11794","post-LBCA"
"PF11795","LBCA"
"PF11796","Terrabacteria"
"PF11797","Terrabacteria"
"PF11798","LUCA"
"PF11799","LUCA"
"PF11800","Proteobacteria"
"PF11804","Proteobacteria"
"PF11805","Terrabacteria"
"PF11806","post-LBCA"
"PF11808","Proteobacteria"
"PF11810","post-LBCA"
"PF11812","Proteobacteria"
"PF11813","Proteobacteria"
"PF11814","Proteobacteria"
"PF11815","Proteobacteria"
"PF11818","LBCA"
"PF11821","LBCA"
"PF11823","unclassifiable"
"PF11824","Inspect"
"PF11827","FCB"
"PF11828","Proteobacteria"
"PF11829","Terrabacteria"
"PF11832","LBCA"
"PF11833","Terrabacteria"
"PF11836","Proteobacteria"
"PF11838","Inspect"
"PF11839","unclassifiable"
"PF11840","Proteobacteria"
"PF11842","post-LBCA"
"PF11843","Proteobacteria"
"PF11844","Proteobacteria"
"PF11845","LBCA"
"PF11846","Proteobacteria"
"PF11847","Terrabacteria"
"PF11848","LUCA"
"PF11849","post-LBCA"
"PF11850","Terrabacteria"
"PF11852","LBCA"
"PF11853","Proteobacteria"
"PF11854","Proteobacteria"
"PF11855","LBCA"
"PF11856","post-LBCA"
"PF11858","Terrabacteria"
"PF11859","Proteobacteria"
"PF11860","LBCA"
"PF11862","Proteobacteria"
"PF11863","LBCA"
"PF11866","Terrabacteria"
"PF11867","LUCA"
"PF11868","Terrabacteria"
"PF11870","post-LBCA"
"PF11871","Proteobacteria"
"PF11872","Proteobacteria"
"PF11873","Proteobacteria"
"PF11874","post-LBCA"
"PF11876","Proteobacteria"
"PF11877","Terrabacteria"
"PF11880","Proteobacteria"
"PF11887","Terrabacteria"
"PF11888","FCB"
"PF11890","LBCA"
"PF11892","Proteobacteria"
"PF11893","Proteobacteria"
"PF11896","post-LBCA"
"PF11897","LBCA"
"PF11898","unclassifiable"
"PF11899","LBCA"
"PF11902","Proteobacteria"
"PF11903","LBCA"
"PF11906","Proteobacteria"
"PF11907","LBCA"
"PF11909","Terrabacteria"
"PF11910","Terrabacteria"
"PF11911","Proteobacteria"
"PF11918","LBCA"
"PF11920","Proteobacteria"
"PF11922","LBCA"
"PF11924","LBCA"
"PF11927","LBCA"
"PF11932","post-LBCA"
"PF11937","Proteobacteria"
"PF11939","Proteobacteria"
"PF11940","Proteobacteria"
"PF11941","LBCA"
"PF11943","Proteobacteria"
"PF11944","Proteobacteria"
"PF11946","Inspect"
"PF11947","Terrabacteria"
"PF11948","post-LBCA"
"PF11949","Proteobacteria"
"PF11950","LBCA"
"PF11953","Proteobacteria"
"PF11954","LBCA"
"PF11958","LBCA"
"PF11959","LBCA"
"PF11964","LBCA"
"PF11965","LBCA"
"PF11967","LBCA"
"PF11969","unclassifiable"
"PF11972","Proteobacteria"
"PF11973","post-LBCA"
"PF11974","LBCA"
"PF11975","LBCA"
"PF11977","Proteobacteria"
"PF11981","Proteobacteria"
"PF11982","Proteobacteria"
"PF11984","unclassifiable"
"PF11985","post-LBCA"
"PF11987","CPR"
"PF11990","Proteobacteria"
"PF11992","Inspect"
"PF11993","Proteobacteria"
"PF11994","Proteobacteria"
"PF11996","PVC"
"PF11997","Inspect"
"PF11998","Terrabacteria"
"PF11999","LBCA"
"PF12000","Proteobacteria"
"PF12002","LBCA"
"PF12005","Terrabacteria"
"PF12006","LBCA"
"PF12007","Inspect"
"PF12008","LBCA"
"PF12010","post-LBCA"
"PF12019","LBCA"
"PF12028","Terrabacteria"
"PF12029","post-LBCA"
"PF12034","LBCA"
"PF12038","post-LBCA"
"PF12040","LBCA"
"PF12046","Terrabacteria"
"PF12048","Proteobacteria"
"PF12049","Terrabacteria"
"PF12051","Terrabacteria"
"PF12055","LBCA"
"PF12058","Terrabacteria"
"PF12059","Proteobacteria"
"PF12060","Proteobacteria"
"PF12065","Proteobacteria"
"PF12069","Proteobacteria"
"PF12071","Proteobacteria"
"PF12072","LBCA"
"PF12073","post-LBCA"
"PF12077","Terrabacteria"
"PF12079","post-LBCA"
"PF12080","FCB"
"PF12081","FCB"
"PF12083","post-LBCA"
"PF12088","post-LBCA"
"PF12089","Terrabacteria"
"PF12091","Proteobacteria"
"PF12092","post-LBCA"
"PF12094","post-LBCA"
"PF12095","Terrabacteria"
"PF12096","Proteobacteria"
"PF12098","LBCA"
"PF12099","post-LBCA"
"PF12100","Proteobacteria"
"PF12101","Proteobacteria"
"PF12102","LBCA"
"PF12105","Proteobacteria"
"PF12112","Proteobacteria"
"PF12116","Terrabacteria"
"PF12118","post-LBCA"
"PF12119","Proteobacteria"
"PF12120","LBCA"
"PF12122","post-LBCA"
"PF12127","unclassifiable"
"PF12128","Inspect"
"PF12137","Proteobacteria"
"PF12138","Inspect"
"PF12139","post-LBCA"
"PF12146","preLUCA"
"PF12147","LBCA"
"PF12156","post-LBCA"
"PF12158","LBCA"
"PF12159","unclassifiable"
"PF12161","LUCA"
"PF12164","Terrabacteria"
"PF12167","post-LBCA"
"PF12169","Proteobacteria"
"PF12170","Proteobacteria"
"PF12172","LACA"
"PF12176","Inspect"
"PF12186","FCB"
"PF12200","Proteobacteria"
"PF12204","Terrabacteria"
"PF12215","LBCA"
"PF12221","Proteobacteria"
"PF12222","Inspect"
"PF12224","LBCA"
"PF12225","LUCA"
"PF12227","Terrabacteria"
"PF12228","LUCA"
"PF12229","unclassifiable"
"PF12236","post-LBCA"
"PF12241","unclassifiable"
"PF12242","LBCA"
"PF12244","LBCA"
"PF12245","Inspect"
"PF12249","Terrabacteria"
"PF12250","Terrabacteria"
"PF12255","LBCA"
"PF12256","LBCA"
"PF12261","Proteobacteria"
"PF12262","Proteobacteria"
"PF12263","unclassifiable"
"PF12270","Terrabacteria"
"PF12275","LBCA"
"PF12276","Proteobacteria"
"PF12277","LBCA"
"PF12279","Proteobacteria"
"PF12281","Proteobacteria"
"PF12282","Terrabacteria"
"PF12288","Proteobacteria"
