Clans,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,Clan_ancestor,Clans_copies,Clans_clustering,Clans_transfer,Clans_GC,median_ClanLen,mean_ClanLen
PF00189,0.117399315,0.109212233,0.016048051,0.025249152,0.007241568,0.058301471,0.036219257,0.108479371,0.01651831,0.088807682,0.061729584,0.066048265,0.033045183,0.023785567,0.015892487,0.046165352,0.050162914,0.014515247,0.031920557,0.073258434,0,0,modern,NA,0.665471924,0.0405894,0.515458106,83,82.66920309
PF00194,0.0683933,0.034986335,0.058756955,0.047512127,0.008781155,0.068466082,0.052050089,0.065707642,0.045805388,0.054448257,0.085882828,0.049073302,0.017129257,0.042890467,0.065441987,0.062821833,0.059099031,0.013271808,0.030637607,0.068844548,0,0,postLUCA,1,0.882638995,0.1453135,0.46694916,212,205.2285288
CL0149,0.110032186,0.071134897,0.0284772,0.063568393,0.008686446,0.06104447,0.037415065,0.064671771,0.028497652,0.046464358,0.103499374,0.031145187,0.019835595,0.044411406,0.055367213,0.056368662,0.058385941,0.013277861,0.02585192,0.071864403,0,0,LUCA,1,0.821726577,0.217923233,0.51172936,304,322.9463579
PF00199,0.07492597,0.062196048,0.053671715,0.069427239,0.002978036,0.057670496,0.040997039,0.073457928,0.037383216,0.042244978,0.062646889,0.044272584,0.023019215,0.066818799,0.065976203,0.050065277,0.058520773,0.01719934,0.031412372,0.065115882,0,0,postLUCA,1,0.873066476,0.2373625,0.483980512,382,362.2419735
CL0113,0.087382253,0.064693775,0.037142096,0.056584469,0.010797601,0.061490464,0.034355058,0.064804764,0.028416854,0.060111876,0.104804504,0.048926738,0.018792456,0.045508331,0.050591367,0.054524674,0.046780605,0.015118708,0.037671443,0.071501964,0,0,preLUCA,10,0.829155703,0.216888178,0.472179649,158,175.4427211
PF00203,0.039616139,0.074108713,0.031267836,0.032021557,0.002697569,0.059352322,0.020290219,0.08212445,0.05420189,0.059679806,0.062450714,0.105940025,0.029963708,0.056677263,0.048668788,0.053855526,0.067288185,0.010222442,0.018402284,0.091170563,0,0,unclassifiable,NA,0.854621838,0.0513152,0.441015468,81,80.22068845
CL0329,0.101296601,0.061849049,0.035125836,0.051661364,0.008613348,0.065302081,0.029982357,0.087801426,0.024677648,0.064621599,0.087668325,0.060613831,0.018758047,0.038052744,0.045335021,0.054976154,0.049858803,0.00485176,0.025291835,0.08366217,0,0,preLUCA,2,0.846622419,0.071945653,0.499744465,121,118.65469
PF00206,0.114941563,0.056117285,0.038154992,0.05319225,0.0093594,0.070015114,0.039305531,0.072102396,0.028735024,0.060634496,0.100788427,0.047906958,0.027113066,0.034869333,0.037517457,0.058913778,0.054797312,0.008740152,0.020080592,0.066714873,0,0,LUCA,1,0.709912139,0.09541405,0.485063928,294,287.7441282
CL0062,0.114056389,0.028371443,0.025814577,0.022627406,0.008187861,0.024861651,0.020842479,0.097486196,0.012281979,0.088468171,0.131805494,0.026441218,0.031779106,0.065284539,0.042254647,0.062359147,0.055790974,0.019987545,0.029926588,0.091372589,0,0,preLUCA,4,1.075671634,0.194407976,0.474538134,386,351.5253755
CL0044,0.111829299,0.059034876,0.034222341,0.061030483,0.007003716,0.085623852,0.040724424,0.058823804,0.030497344,0.052311966,0.100943986,0.046050989,0.030381039,0.041243717,0.037230587,0.047895396,0.047484485,0.015011179,0.0351523,0.057504215,0,0,preLUCA,2,0.851068824,0.159256238,0.483927694,138,161.3924867
CL0276,0.095378983,0.059956742,0.036620842,0.063896596,0.011042168,0.069349809,0.039250178,0.072114072,0.023983146,0.066759132,0.108170783,0.046505345,0.019739485,0.042069973,0.033015507,0.058502697,0.046793494,0.008402533,0.028125473,0.07032304,0,0,LUCA,1,0.825957847,0.253137244,0.464974996,158,170.8119744
CL0255,0.131666407,0.067459249,0.029881896,0.056297267,0.004474755,0.120268798,0.052674324,0.041274508,0.011576839,0.070149138,0.103977688,0.078992458,0.014693498,0.019988423,0.016727833,0.055475148,0.038611355,0.005480475,0.012246482,0.06808346,0,0,postLUCA,4,0.901878802,0.070260558,0.472538937,130,138.8439354
CL0548,0.080313001,0.052954209,0.050367901,0.045888904,0.007215191,0.071868897,0.037247948,0.064993271,0.01702339,0.063248948,0.08893605,0.08356259,0.018367854,0.049215244,0.03685744,0.066076129,0.058457783,0.003195167,0.029240505,0.074969579,0,0,postLUCA,1,0.739249105,0.10754065,0.422765268,90,88.58758888
PF00221,0.127140289,0.056538321,0.038338128,0.047767549,0.01157907,0.061035774,0.038174612,0.079689839,0.027488767,0.057658227,0.118732716,0.033029971,0.024674101,0.025280282,0.043292254,0.068579668,0.044102448,0.003769782,0.019361615,0.073766588,0,0,postLUCA,1,0.73415221,0.153174,0.528822066,459,442.7713126
PF00223,0.099524218,0.025981232,0.041238133,0.039304237,0.005653349,0.022162887,0.034925501,0.095519075,0.057852057,0.064417414,0.108940972,0.025838388,0.024162711,0.069142273,0.040501934,0.056412623,0.054995165,0.041331531,0.034271712,0.057824587,0,0,modern,NA,0.916080129,0.1152017,0.482121978,723,666.7655678
CL0392,0.116412262,0.068386981,0.0332415,0.098190188,0.00175112,0.099688583,0.033156528,0.033873094,0.02560849,0.038008681,0.067501347,0.117724507,0.009137974,0.024146011,0.040062459,0.04760962,0.026209425,0.002318767,0.070794662,0.046177801,0,0,LUCA,1,0.928064388,0.121948,0.43560859,62,60.13555796
CL0052,0.099193859,0.05773103,0.041675679,0.064357315,0.00940685,0.061605716,0.031692073,0.086212896,0.024369328,0.05154651,0.084415949,0.040195806,0.022525623,0.039063187,0.051107791,0.058449568,0.056377758,0.016491641,0.035716844,0.067864579,0,0,preLUCA,2,0.860221284,0.134353014,0.499739675,172,237.8196883
CL0716,0.110779297,0.043653731,0.037557786,0.031314537,0.008147474,0.037894061,0.02634739,0.086227456,0.02128163,0.074016103,0.130195219,0.034803463,0.025708844,0.065070909,0.034780396,0.05932547,0.05001256,0.01815369,0.028582758,0.076147224,0,0,LUCA,1,1.020010398,0.159922283,0.486612168,232,239.5253155
PF00231,0.112435976,0.061219727,0.043991182,0.045891972,0.004660538,0.075577708,0.044851863,0.052648517,0.01404104,0.066340174,0.093528846,0.066927263,0.028680365,0.03122279,0.029685163,0.066484291,0.05800581,0.002575727,0.031650259,0.06958079,0,0,postLUCA,1,0.892760259,0.06313375,0.455123383,287,282.4496878
PF00237,0.11833967,0.10005958,0.044159696,0.037277277,0.005431126,0.051581808,0.025935712,0.053721877,0.026737236,0.067562058,0.081898116,0.095291581,0.022466182,0.024043582,0.039697879,0.057473543,0.039954367,0.0042251,0.018976347,0.085167265,0,0,postLUCA,1,0.97805606,0.05256025,0.479876663,104,109.3599766
PF00238,0.087892362,0.098058894,0.037222409,0.054116073,0.009959669,0.048729471,0.024648393,0.0889046,0.005572826,0.082443846,0.052095917,0.086954518,0.022980528,0.023925092,0.038012424,0.050400695,0.044740996,0.002245257,0.013927506,0.127168523,0,0,postLUCA,1,1.021647,0.0424061,0.503597306,122,120.497282
PF00239,0.085586013,0.089091989,0.033089761,0.065522666,0.009157663,0.077858161,0.045764755,0.066234307,0.014927153,0.062877643,0.097090644,0.061109184,0.022166478,0.034505947,0.016283444,0.065392941,0.048928394,0.00801001,0.02958492,0.066817927,0,0,unclassifiable,NA,1.005839939,0.376101,0.454248221,141,134.4976139
CL0088,0.085444593,0.051432836,0.044356605,0.069918977,0.008261401,0.057014481,0.033839165,0.08530245,0.031086987,0.049451168,0.08667642,0.050245678,0.022746956,0.041726326,0.052558637,0.05601957,0.058790322,0.015080157,0.037690431,0.062356841,0,0,preLUCA,3,0.935875086,0.220956894,0.475923372,329,298.688271
CL0105,0.089228536,0.055064256,0.038114829,0.059545113,0.00895491,0.065571155,0.033289577,0.087316763,0.024530271,0.062918345,0.08938468,0.051096368,0.0188,0.035006456,0.047937524,0.055783388,0.054600269,0.009991605,0.030403529,0.082462425,0,0,preLUCA,13,0.851605211,0.153539082,0.492441646,110,146.1579433
CL0143,0.072034946,0.049780186,0.045227448,0.071908953,0.008257105,0.049090538,0.030905502,0.101318893,0.024392397,0.048052112,0.069802416,0.039275015,0.018497263,0.047713817,0.058171103,0.061707614,0.062145591,0.030919367,0.048754558,0.062045177,0,0,LUCA,1,0.88515349,0.202299919,0.504147842,281,260.6296178
PF00253,0.060672913,0.163067629,0.029823856,0.015462064,0.052864571,0.03266529,0.031216562,0.091016653,0.018473805,0.042925154,0.075180363,0.097984666,0.020973505,0.043970523,0.051195117,0.063240961,0.030440097,0.001487944,0.032217114,0.045121215,0,0,unclassifiable,NA,0.793489268,0.0651689,0.491671372,52,50.2828573
CL0487,0.084402836,0.045362231,0.029343119,0.065659187,0.002360267,0.088052076,0.039107786,0.083217118,0.019215577,0.065747842,0.077920123,0.076820058,0.015524677,0.044244743,0.044421667,0.05572115,0.053191785,0.006673283,0.025788551,0.077225926,0,0,LUCA,6,0.802053711,0.101699329,0.473548363,88,91.52618981
CL0042,0.091999307,0.044686513,0.03956308,0.058222663,0.012014929,0.065175228,0.031228203,0.080570291,0.020790396,0.061483877,0.085307846,0.061537017,0.020471197,0.047030604,0.044673115,0.058406536,0.055433943,0.012721102,0.038503012,0.070181139,0,0,LUCA,1,0.928916796,0.220408814,0.470446512,140,139.9494784
PF00263,0.053557582,0.050398513,0.048008574,0.048684907,0.001007384,0.058899079,0.045808213,0.078410844,0.007680768,0.081787388,0.089455916,0.044297279,0.014972417,0.033745225,0.052394778,0.077764399,0.095465776,0.00258151,0.015766027,0.099313419,0,0,postLUCA,1,0.945143841,0.116924,0.459952957,164,162.1211296
CL0205,0.074759034,0.06299071,0.052725342,0.069768521,0.006719783,0.039494682,0.034950994,0.082198379,0.043382639,0.033923877,0.075449581,0.020072304,0.020855699,0.052516437,0.070308193,0.060454833,0.058191694,0.048001764,0.035821433,0.057414102,0,0,postLUCA,1,0.879569905,0.3405235,0.52391708,191,152.0988526
CL0193,0.073964479,0.049136453,0.064162846,0.063425846,0.002240001,0.042803426,0.038090537,0.09746144,0.015747382,0.045972017,0.08454202,0.040902669,0.014211919,0.060117138,0.034887172,0.076464927,0.063562568,0.017687413,0.057805828,0.05681392,0,0,postLUCA,43,0.783044211,0.156505168,0.458337964,364,365.8277363
PF00269,0.097070853,0.047533593,0.049940911,0.035886063,0.002027983,0.092859262,0.079256698,0.112249116,0.004965398,0.047431464,0.087854958,0.068703404,0.03665446,0.01716734,0.023630625,0.046016253,0.04119189,0.005792154,0.028668972,0.075098603,0,0,modern,NA,0.753893338,0.1570995,0.489241887,55,55.66404981
CL0290,0.098846525,0.057400605,0.029877752,0.046556305,0.011676184,0.063358521,0.027699284,0.097857201,0.022383328,0.071979766,0.101971049,0.048100654,0.021931233,0.029618385,0.047106501,0.062426221,0.060707851,0.005429256,0.020358406,0.074714973,0,0,postLUCA,2,0.763664155,0.06526845,0.515286866,403,370.7692802
PF00276,0.07917717,0.062983902,0.045213405,0.041407878,0.001935063,0.069707991,0.029387407,0.049666372,0.010143475,0.074480324,0.054218778,0.14558699,0.016861032,0.03412127,0.024609993,0.042511866,0.073682637,0.004222153,0.024999764,0.115082531,0,0,postLUCA,1,0.958245582,0.0576516,0.395130671,85,80.35932579
CL0652,0.072692402,0.124524627,0.038666015,0.035770075,0.00353342,0.053043368,0.035374784,0.081060224,0.017385603,0.061724005,0.062374092,0.111194825,0.022104528,0.017244524,0.042784878,0.052685623,0.038178688,0.020837887,0.030983599,0.077836831,0,0,modern,NA,0.941478835,0.051156225,0.483223243,57,79.34078923
PF00283,0.061805322,0.053721792,0.015830246,0.016335466,0,0.0220613,0.015830246,0.064668238,0.034523409,0.13186258,0.069383631,0.000168407,0.004041765,0.0882452,0.092286965,0.055911081,0.091613338,0.034691815,0.035197036,0.111822162,0,0,modern,NA,0.587908684,0.145508,0.473628319,29,28.54807692
PF00284,0.070057342,0.075542259,0.03864373,0.074295687,0,0.088506607,0.096733982,0.031912241,0.000249314,0.049613563,0.047868362,0.040139616,0.001994515,0.078534031,0.086013463,0.025679382,0.060583396,0,0.073298429,0.060334081,0,0,modern,NA,1.038794622,0.191416,0.452492212,39,38.56730769
PF00285,0.10630183,0.059378595,0.03501415,0.056724975,0.009701331,0.068145828,0.023752369,0.073400767,0.030586537,0.059597104,0.099144398,0.047162541,0.031741782,0.040299507,0.048469719,0.055994954,0.047184733,0.009873283,0.037332246,0.06019335,0,0,unclassifiable,NA,0.82956088,0.1143315,0.472807049,354,329.1395883
CL0261,0.096293965,0.076673755,0.023273993,0.058484801,0.010138987,0.073926501,0.036130592,0.076958874,0.029997174,0.043939953,0.108449259,0.025275397,0.016203229,0.0404225,0.062812484,0.045642313,0.047340513,0.021763062,0.023393521,0.082879128,0,0,LUCA,1,0.834506945,0.17602645,0.531266978,114,113.758909
CL0118,0.11958779,0.046409342,0.035599212,0.056319987,0.012735869,0.064535419,0.024882492,0.088921491,0.021354317,0.062201099,0.101793199,0.0460633,0.021181428,0.032449516,0.040730028,0.058814265,0.055258919,0.006646216,0.023802377,0.080713731,0,0,LUCA,1,0.785405471,0.11139966,0.512139504,264,254.7357455
CL0268,0.077286304,0.039178197,0.079281433,0.063145612,0.012564806,0.046380873,0.029350294,0.108298611,0.019827382,0.07382065,0.067141402,0.044200022,0.011487321,0.033914556,0.023373182,0.077299941,0.076113362,0.008847054,0.031120324,0.077368674,0,0,preLUCA,3,0.747046366,0.268140711,0.47380819,115,118.1480343
PF00298,0.133841565,0.035140573,0.031504225,0.04107927,0.005676271,0.062467853,0.029815952,0.078025333,0.00403436,0.068290208,0.070523452,0.123659441,0.039344635,0.00606991,0.046784408,0.066382372,0.069373152,0.002528911,0.003495513,0.081962596,0,0,postLUCA,1,0.74162675,0.078432,0.492259179,69,68.48918708
CL0071,0.099073974,0.05921816,0.040477778,0.057933721,0.009370887,0.061810722,0.048108661,0.071553601,0.025795791,0.046396221,0.101718458,0.049192649,0.020022631,0.034917745,0.049180712,0.057449349,0.055345844,0.018501368,0.033361187,0.060570542,0,0,LUCA,1,0.907901332,0.164718325,0.488392474,170,145.8271528
CL0045,0.052905006,0.036321449,0.027892906,0.064348692,0.087627848,0.076062798,0.029386492,0.086784241,0.022229924,0.041644312,0.083275571,0.046319125,0.019747726,0.039965396,0.076339189,0.037306202,0.040530583,0.014332392,0.041259509,0.075720639,0,0,LUCA,1,0.986461237,0.207806075,0.498382843,46,44.88036506
PF00303,0.063213995,0.053438453,0.044656895,0.068815222,0.012520876,0.055401965,0.047900943,0.066306844,0.03496918,0.05807945,0.10280144,0.050167885,0.019489087,0.047566516,0.050041485,0.047373988,0.050053195,0.024817193,0.040641701,0.061743685,0,0,postLUCA,1,0.868834919,0.146103,0.460276729,263,247.3981939
PF00305,0.100893397,0.050513871,0.042385974,0.064176799,0.006730705,0.051964802,0.051763283,0.059864311,0.029300732,0.052663398,0.108282394,0.0363673,0.019600994,0.044428024,0.060603211,0.048015047,0.054423322,0.015610936,0.042533754,0.059877746,0,0,modern,1,0.847018739,0.20898155,0.472781725,425,335.2927928
PF00306,0.107239816,0.050720603,0.024157269,0.069367775,0.00181215,0.084248755,0.067989405,0.050171958,0.010992493,0.050346957,0.117018804,0.087100763,0.021687691,0.045366585,0.025187668,0.049646286,0.046762522,0.003742542,0.025103209,0.061336748,0,0,modern,NA,0.649279395,0.07616675,0.446904983,126,123.4818955
PF00309,0.055344248,0.03762891,0.03574138,0.017301065,0.001750302,0.108829447,0.171161957,0.009497202,0.010750377,0.055357194,0.214924693,0.038848425,0.040420073,0.014771412,0.05097367,0.05729133,0.042222159,0.000724977,0.004779672,0.031681507,0,0,modern,1,0.559718659,0.07319385,0.400367385,45,44.24306987
CL0600,0.056366147,0.106917525,0.039929196,0.055105048,0.000543301,0.066907558,0.038366348,0.052924986,0.047335768,0.060105246,0.137813293,0.108136714,0.013609195,0.014252317,0.017919028,0.052315392,0.048981673,0.002822422,0.036068939,0.043579904,0,0,unclassifiable,NA,1.08516184,0.0669663,0.409175365,81,77.48875244
CL0293,0.078788722,0.029364646,0.062316547,0.055319414,0.019080324,0.049731445,0.037174049,0.074149599,0.013604543,0.052888604,0.069021364,0.053418683,0.012729338,0.041803805,0.048708748,0.101337952,0.078135083,0.011512339,0.043077427,0.067837367,0,0,postLUCA,3,0.8677375,0.1583359,0.465440079,209,227.1006494
CL0171,0.111276567,0.055211933,0.034333742,0.069379479,0.010971864,0.066388853,0.026490376,0.101514308,0.018090077,0.06570358,0.087133031,0.040875179,0.023985183,0.028654133,0.038489714,0.053118355,0.053219556,0.008065845,0.023687752,0.083410473,0,0,LUCA,1,0.82447775,0.087001083,0.50495353,242,234.9095024
PF00317,0.083981062,0.067997281,0.044249149,0.052236377,0.004098525,0.075566729,0.032155936,0.054144359,0.016315766,0.039766417,0.105838929,0.060458606,0.034401499,0.061114183,0.041816145,0.051211513,0.063628318,0.008353717,0.054169538,0.048495949,0,0,postLUCA,1,0.773215151,0.113693,0.441033913,74,80.47486117
CL0067,0.11045054,0.054115783,0.035607428,0.059444409,0.008929188,0.064307648,0.030925183,0.081255213,0.025527673,0.060591793,0.104395039,0.045857794,0.021883099,0.036972993,0.041795059,0.052464089,0.054361531,0.010130601,0.027661522,0.073323413,0,0,LUCA,1,0.880315893,0.086596621,0.497429037,128,155.681986
PF00327,0.046671699,0.092450597,0.044068112,0.03864148,0.006666911,0.038845976,0.040295738,0.065781292,0.034418549,0.078157472,0.105678013,0.092010015,0.031916379,0.005882177,0.03176176,0.043068907,0.067398974,0.001749025,0.018954974,0.11558195,0,0,unclassifiable,NA,0.799444952,0.07470195,0.436397063,51,50.24667948
PF00329,0.056913676,0.071142963,0.027731362,0.081729817,0.010257408,0.07702783,0.020245006,0.056405322,0.038960896,0.049828561,0.100353069,0.041551303,0.020791574,0.050332862,0.065329892,0.044740965,0.045064621,0.021830284,0.042632279,0.077130311,0,0,unclassifiable,NA,0.924920036,0.0996018,0.467169803,120,118.0777907
PF00330,0.101860016,0.046308845,0.0358835,0.059063727,0.015190382,0.064360173,0.030082896,0.097665562,0.021627925,0.057890249,0.078131033,0.046669743,0.027409664,0.033621979,0.050783892,0.05389688,0.062689547,0.009370479,0.024337153,0.083156354,0,0,LUCA,1,0.801123785,0.1012571,0.512428115,449,422.0125663
PF00334,0.101409951,0.061602004,0.031581156,0.051033134,0.003719744,0.092089606,0.022282027,0.081022618,0.025066416,0.075764242,0.07044268,0.061262545,0.027443085,0.050803907,0.041653752,0.055624585,0.047881614,0.004962272,0.020287248,0.074067412,0,0,modern,NA,1.009214371,0.09164045,0.483490623,134,127.1060437
PF00338,0.059807027,0.091338085,0.020555837,0.072732629,0.005489736,0.061459172,0.025427234,0.041318193,0.029346826,0.092433238,0.083232858,0.09009594,0.018561723,0.016941164,0.061995511,0.05255885,0.07157795,0.004374539,0.016963638,0.08378985,0,0,postLUCA,1,0.802004079,0.0363576,0.465928735,95,94.08382857
CL0376,0.076508561,0.034446652,0.029864086,0.023751563,0.004712549,0.033214275,0.051809896,0.072957517,0.007721736,0.097900037,0.119215183,0.046984638,0.050824772,0.062643285,0.049381631,0.057131502,0.053904925,0.017404726,0.034973587,0.074648878,0,0,modern,1,1.174053992,0.04757615,0.421240425,226,263.5044021
PF00346,0.070537429,0.0782779,0.02919617,0.069129227,0.015006938,0.071652142,0.023708221,0.085347284,0.016725704,0.064598072,0.085888321,0.043518463,0.032258866,0.042000798,0.05332065,0.046698908,0.043924681,0.010635208,0.042941022,0.074633997,0,0,LUCA,1,0.81918596,0.08806115,0.483038209,173,191.5967967
PF00347,0.065912257,0.050837171,0.044057833,0.043166948,0.002543494,0.06660733,0.036343314,0.108378336,0.017921613,0.070009418,0.061882575,0.088051913,0.014245056,0.022260124,0.049845689,0.051125715,0.060925453,0.002604349,0.022742411,0.120539002,0,0,LUCA,1,0.830462359,0.068736,0.476408424,74,73.40690996
