ancestor,pfamIDs,Clans,avg_transfer
LBCA,PF01165,PF01165,0.0454349
LUCA,PF01168,CL0036,0.125525
LBCA,PF01169,CL0292,0.165728
LUCA,PF01170,CL0063,0.06586215
LBCA,PF01171,CL0039,0.071553
LACA,PF01172,PF01172,0.05620355
Terrabacteria,PF01174,CL0014,0.09466325
LBCA,PF01175,CL0063,0.1767785
LACA,PF01176,CL0021,0.0458614
LUCA,PF01177,CL0399,0.158609
LBCA,PF01179,CL0103,0.1600827
LBCA,PF01180,CL0036,0.11028
LBCA,PF01182,CL0063,0.168009
LBCA,PF01183,CL0036,0.1231895
unclassifiable,PF01184,PF01184,0.1411825
post-LBCA,PF01186,PF01186,0.1418045
LBCA,PF01187,CL0082,0.115565
LUCA,PF01189,CL0063,0.07037275
Euryarchaeota,PF01191,PF01191,0.03734545
post-LBCA,PF01192,PF01192,0.04141845
LACA,PF01193,CL0509,0.03326005
LACA,PF01194,PF01194,0.05922885
post-LBCA,PF01195,CL0408,0.07779435
LBCA,PF01196,PF01196,0.0693439
LBCA,PF01197,CL0758,0.0960038
LACA,PF01198,PF01198,0.0474609
LACA,PF01199,PF01199,0.04808605
LACA,PF01200,CL0021,0.0375595
LACA,PF01201,PF01201,0.0353798
LBCA,PF01202,CL0023,0.1326465
Proteobacteria,PF01203,CL0401,0.130842
LBCA,PF01204,CL0059,0.1790015
post-LBCA,PF01205,CL0329,0.1483821
preLUCA,PF01206,CL0397,0.109108
LUCA,PF01207,CL0036,0.0664509
LUCA,PF01208,CL0036,0.132543
LUCA,PF01209,CL0063,0.1046025
LBCA,PF01210,CL0063,0.0928435
LUCA,PF01212,CL0061,0.1698055
post-LBCA,PF01218,PF01218,0.0829955
unclassifiable,PF01219,PF01219,0.116907
unclassifiable,PF01220,PF01220,0.149242
LBCA,PF01223,CL0263,0.1970055
LBCA,PF01225,CL0063,0.150959
LBCA,PF01226,CL0716,0.2215305
LBCA,PF01227,CL0334,0.096372
LBCA,PF01228,CL0339,0.2101
LBCA,PF01229,CL0036,0.1729615
LUCA,PF01230,CL0265,0.1114775
LBCA,PF01232,CL0063,0.196016
LBCA,PF01235,CL0062,0.1668305
Terrabacteria,PF01238,CL0029,0.1234205
Terrabacteria,PF01241,PF01241,0.1709875
LUCA,PF01242,CL0334,0.1039968
LUCA,PF01243,CL0336,0.206448
LUCA,PF01244,CL0036,0.1725125
LBCA,PF01245,CL0010,0.05993645
unclassifiable,PF01246,CL0175,0.0512199
TACK,PF01247,CL0105,0.0366754
post-LBCA,PF01248,CL0101,0.05967555
LBCA,PF01250,PF01250,0.04939205
LBCA,PF01252,PF01252,0.0928241
unclassifiable,PF01253,PF01253,0.07320195
LBCA,PF01255,PF01255,0.06150955
LBCA,PF01256,CL0118,0.07327775
LUCA,PF01257,CL0172,0.144073
LBCA,PF01258,CL0167,0.113834
LUCA,PF01259,PF01259,0.07616
LUCA,PF01261,CL0036,0.2077925
LBCA,PF01262,CL0063,0.190672
LBCA,PF01263,CL0103,0.1865395
unclassifiable,PF01264,PF01264,0.0844338
LUCA,PF01266,CL0063,0.2424975
Terrabacteria,PF01268,CL0023,0.14124
Euryarchaeota,PF01269,CL0063,0.0460005
LBCA,PF01270,CL0059,0.197039
LBCA,PF01272,CL0487,0.104061
LBCA,PF01274,CL0036,0.12754785
unclassifiable,PF01276,CL0061,0.0933176
LBCA,PF01278,CL0193,0.106731
LACA,PF01280,PF01280,0.0339081
LBCA,PF01281,PF01281,0.08946785
LACA,PF01282,PF01282,0.118987
TACK,PF01283,PF01283,0.03554825
Euryarchaeota,PF01287,CL0021,0.0421401
LBCA,PF01288,PF01288,0.1221115
LBCA,PF01289,CL0293,0.23858925
LUCA,PF01292,CL0328,0.294371
LBCA,PF01293,CL0374,0.1082502
unclassifiable,PF01294,PF01294,0.0455471
Proteobacteria,PF01295,PF01295,0.03411385
LUCA,PF01297,CL0043,0.1456685
Proteobacteria,PF01298,CL0193,0.291684
LUCA,PF01300,PF01300,0.1050693
LBCA,PF01301,CL0036,0.188494
post-LBCA,PF01306,CL0015,0.16883
PVC,PF01308,CL0193,0.0395293
post-LBCA,PF01311,PF01311,0.0873582
LBCA,PF01312,PF01312,0.09568815
LBCA,PF01313,PF01313,0.1064211
LUCA,PF01314,PF01314,0.193519
LUCA,PF01315,PF01315,0.263876
Terrabacteria,PF01316,CL0123,0.0559715
LUCA,PF01321,CL0356,0.10279335
post-LBCA,PF01322,PF01322,0.1822495
unclassifiable,PF01323,CL0172,0.151826
LUCA,PF01325,CL0123,0.083363
LUCA,PF01326,CL0179,0.133734
LBCA,PF01327,PF01327,0.10098
unclassifiable,PF01329,PF01329,0.148141
LBCA,PF01330,CL0021,0.1002365
Terrabacteria,PF01333,CL0105,0.1176411
preLUCA,PF01336,CL0021,0.06148895
LBCA,PF01337,PF01337,0.1611645
LUCA,PF01339,PF01339,0.1653095
Proteobacteria,PF01340,CL0057,0.0655727
LBCA,PF01341,PF01341,0.234677
LBCA,PF01343,CL0127,0.0896051
LBCA,PF01344,CL0186,0.417383
preLUCA,PF01345,CL0159,0.347508
LBCA,PF01346,PF01346,0.1739285
LBCA,PF01348,CL0359,0.3105685
LACA,PF01351,CL0219,0.0847121
Proteobacteria,PF01355,PF01355,0.135803
LBCA,PF01361,CL0082,0.262732
LBCA,PF01364,CL0093,0.07992455
LBCA,PF01367,CL0464,0.1134755
LUCA,PF01368,CL0137,0.06556615
preLUCA,PF01370,CL0063,0.3169205
CPR,PF01371,CL0123,0.1023759
unclassifiable,PF01374,CL0037,0.11304865
LBCA,PF01379,CL0177,0.0655202
LUCA,PF01380,CL0067,0.114292
LACA,PF01381,CL0123,0.2775265
Terrabacteria,PF01383,PF01383,0.358812
LUCA,PF01384,PF01384,0.08572125
LUCA,PF01385,CL0219,0.3046185
Proteobacteria,PF01386,CL0733,0.09026905
unclassifiable,PF01389,CL0193,0.192608
LUCA,PF01391,PF01391,0.641333
unclassifiable,PF01396,CL0167,0.1044232
LBCA,PF01400,CL0126,0.243107
LBCA,PF01401,CL0126,0.0659344
LUCA,PF01402,CL0057,0.17474
Terrabacteria,PF01405,PF01405,0.24411
unclassifiable,PF01406,CL0039,0.07488205
preLUCA,PF01408,CL0063,0.314693
LACA,PF01409,CL0040,0.0378571
LUCA,PF01411,CL0040,0.061359
LBCA,PF01416,CL0649,0.0927803
post-LBCA,PF01418,CL0123,0.266658
LUCA,PF01420,CL0477,0.6973625
LACA,PF01423,CL0010,0.04432
LBCA,PF01424,PF01424,0.06385765
preLUCA,PF01425,PF01425,0.1490535
LBCA,PF01427,CL0170,0.160821
LACA,PF01428,CL0229,0.0862408
Proteobacteria,PF01430,PF01430,0.0630271
LBCA,PF01431,CL0126,0.1181685
LUCA,PF01432,CL0126,0.1343005
LBCA,PF01433,CL0126,0.129946
LBCA,PF01434,CL0126,0.06313735
LUCA,PF01435,CL0126,0.1039991
LUCA,PF01436,CL0186,0.4234105
Proteobacteria,PF01442,CL0725,0.04678205
LBCA,PF01443,CL0023,0.20549
LBCA,PF01446,CL0169,0.1678053
LBCA,PF01447,CL0126,0.186694
LBCA,PF01450,CL0106,0.111258
LUCA,PF01451,CL0031,0.1117254
LBCA,PF01455,PF01455,0.1170545
LBCA,PF01457,CL0126,0.077154015
LBCA,PF01458,PF01458,0.075217
LBCA,PF01464,CL0037,0.187695
unclassifiable,PF01467,CL0039,0.07369825
Terrabacteria,PF01468,CL0598,0.3250925
unclassifiable,PF01469,CL0505,0.269062
unclassifiable,PF01470,CL0379,0.1508325
LBCA,PF01471,CL0244,0.2818785
LUCA,PF01472,CL0178,0.06525375
unclassifiable,PF01473,CL0694,0.5220975
Terrabacteria,PF01474,CL0036,0.08406495
LBCA,PF01475,CL0123,0.07820615
LBCA,PF01476,CL0187,0.3547185
LBCA,PF01478,CL0130,0.113401
LUCA,PF01479,CL0492,0.09278495
LBCA,PF01483,CL0202,0.243098
LUCA,PF01487,CL0036,0.08887375
LUCA,PF01488,CL0063,0.08282765
Proteobacteria,PF01491,PF01491,0.05588115
LUCA,PF01493,PF01493,0.116939
LUCA,PF01494,CL0063,0.163452
LBCA,PF01496,PF01496,0.07123535
LUCA,PF01497,CL0043,0.222279
LBCA,PF01501,CL0110,0.3094485
LBCA,PF01502,PF01502,0.1308315
LUCA,PF01503,CL0231,0.0962032
LUCA,PF01507,CL0039,0.120755
LUCA,PF01509,CL0649,0.05592805
LBCA,PF01510,PF01510,0.1792615
LBCA,PF01512,CL0105,0.163163
LUCA,PF01513,CL0240,0.07411475
post-LBCA,PF01514,PF01514,0.0980945
LBCA,PF01515,CL0270,0.122845
LBCA,PF01520,CL0105,0.113806
Terrabacteria,PF01521,PF01521,0.0852012
LUCA,PF01522,CL0158,0.296913
LUCA,PF01523,PF01523,0.05959625
LBCA,PF01526,CL0219,0.3313005
LBCA,PF01527,CL0123,0.423454
LBCA,PF01531,CL0113,0.319339
LBCA,PF01535,CL0020,0.2509705
LUCA,PF01541,CL0418,0.10921555
LUCA,PF01544,PF01544,0.126595
LUCA,PF01545,PF01545,0.181827
preLUCA,PF01546,CL0105,0.1759215
LUCA,PF01547,CL0177,0.398428
LUCA,PF01548,PF01548,0.305487
LUCA,PF01551,CL0105,0.1632115
LBCA,PF01553,CL0228,0.183322
LBCA,PF01554,CL0222,0.1682185
LUCA,PF01555,CL0063,0.445429
LUCA,PF01556,PF01556,0.06720305
LUCA,PF01557,CL0377,0.178073
LUCA,PF01558,PF01558,0.10446905
LUCA,PF01564,CL0063,0.1511955
LBCA,PF01565,CL0077,0.1534225
LBCA,PF01566,CL0062,0.1811715
LUCA,PF01568,CL0199,0.2367515
LUCA,PF01569,CL0525,0.2232585
unclassifiable,PF01571,CL0289,0.1219975
LUCA,PF01575,CL0050,0.222085
LUCA,PF01578,CL0328,0.0821282
LBCA,PF01580,CL0023,0.1019615
LBCA,PF01583,CL0023,0.1702885
LBCA,PF01584,PF01584,0.1386745
LUCA,PF01588,CL0021,0.0935597
unclassifiable,PF01590,CL0161,0.381567
LUCA,PF01592,CL0233,0.0875918
LUCA,PF01593,CL0063,0.1826715
LUCA,PF01594,PF01594,0.098482
LBCA,PF01595,PF01595,0.088129
LUCA,PF01596,CL0063,0.133112
LUCA,PF01597,CL0105,0.123148
LACA,PF01599,CL0167,0.0770484
preLUCA,PF01609,CL0219,0.5045435
LBCA,PF01610,CL0219,0.2111045
LBCA,PF01612,CL0219,0.0993383
LUCA,PF01613,CL0336,0.2018065
LBCA,PF01614,CL0161,0.356243
Proteobacteria,PF01617,CL0193,0.0868245
LBCA,PF01618,PF01618,0.10218115
LBCA,PF01619,CL0036,0.1201615
LACA,PF01624,PF01624,0.0607411
LUCA,PF01625,PF01625,0.165022
LUCA,PF01627,PF01627,0.1647965
LBCA,PF01628,CL0161,0.0341253
Euryarchaeota,PF01629,PF01629,0.01540093
LBCA,PF01632,PF01632,0.1006939
LBCA,PF01633,CL0016,0.230474
LUCA,PF01634,CL0177,0.04551395
LUCA,PF01636,CL0016,0.2548285
LUCA,PF01637,CL0023,0.222102
LUCA,PF01638,CL0123,0.270916
FCB,PF01640,CL0125,0.3639985
LUCA,PF01641,CL0080,0.172351
LBCA,PF01642,CL0036,0.07423895
LBCA,PF01643,CL0050,0.1245685
LUCA,PF01645,CL0036,0.1295525
LBCA,PF01648,CL0670,0.1867225
LBCA,PF01649,PF01649,0.0731808
Proteobacteria,PF01650,CL0093,0.11103485
LBCA,PF01653,CL0179,0.0872334
LBCA,PF01654,PF01654,0.1274635
LACA,PF01655,PF01655,0.0459106
LUCA,PF01656,CL0023,0.142174
LUCA,PF01658,CL0139,0.120245
LUCA,PF01661,CL0223,0.247756
preLUCA,PF01663,CL0088,0.178504
LACA,PF01667,CL0167,0.0505671
LBCA,PF01668,PF01668,0.05014785
LACA,PF01670,CL0004,0.177545
post-LBCA,PF01674,CL0028,0.2187805
LUCA,PF01676,CL0088,0.06208075
post-LBCA,PF01678,CL0288,0.08704865
LBCA,PF01679,PF01679,0.230181
unclassifiable,PF01680,CL0036,0.114283
LBCA,PF01687,CL0105,0.09337325
post-LBCA,PF01693,PF01693,0.204475
LUCA,PF01694,CL0207,0.090214
LBCA,PF01695,CL0023,0.2872995
post-LBCA,PF01697,CL0110,0.1399054
LUCA,PF01699,PF01699,0.139079
Terrabacteria,PF01701,PF01701,0.318125
LACA,PF01702,CL0036,0.0517012
LBCA,PF01704,CL0110,0.06651835
post-LBCA,PF01706,CL0436,0.0983788
LBCA,PF01709,PF01709,0.07962365
post-LBCA,PF01710,CL0123,0.204814
LBCA,PF01712,CL0023,0.0634908
post-LBCA,PF01713,PF01713,0.06526695
LBCA,PF01715,CL0023,0.0787412
Terrabacteria,PF01716,CL0193,0.0549624
LUCA,PF01717,CL0036,0.134912
post-LBCA,PF01719,CL0169,0.1856405
LBCA,PF01722,PF01722,0.090631
post-LBCA,PF01724,PF01724,0.221576
LBCA,PF01725,CL0269,0.074661
LBCA,PF01726,CL0123,0.08199295
LACA,PF01728,CL0063,0.0716657
LUCA,PF01729,CL0036,0.1010908
LBCA,PF01730,PF01730,0.1196165
LBCA,PF01734,CL0323,0.26383
Terrabacteria,PF01737,PF01737,0.160361
LUCA,PF01738,CL0028,0.280468
LBCA,PF01739,CL0063,0.1762525
LBCA,PF01740,CL0502,0.2225575
LBCA,PF01741,CL0167,0.1582745
LBCA,PF01743,CL0260,0.09593765
Terrabacteria,PF01744,PF01744,0.150293
LBCA,PF01746,CL0098,0.0511081
LBCA,PF01747,CL0039,0.1240875
LUCA,PF01750,CL0095,0.1248175
LUCA,PF01751,CL0413,0.0567909
post-LBCA,PF01752,CL0126,0.09748285
LBCA,PF01755,CL0110,0.324322
post-LBCA,PF01756,CL0087,0.1046927
LUCA,PF01757,CL0316,0.407066
LUCA,PF01758,CL0064,0.2423795
LBCA,PF01761,CL0224,0.105968
LBCA,PF01764,CL0028,0.3388575
LBCA,PF01765,PF01765,0.0378782
LUCA,PF01769,PF01769,0.118111
LBCA,PF01773,PF01773,0.130822
LBCA,PF01774,PF01774,0.132615
LACA,PF01775,PF01775,0.04413955
LACA,PF01780,CL0167,0.02943505
LBCA,PF01782,CL0105,0.08837445
LBCA,PF01783,CL0167,0.08113045
LUCA,PF01784,PF01784,0.08097955
post-LBCA,PF01786,CL0044,0.1390625
Terrabacteria,PF01788,PF01788,0.2726865
Terrabacteria,PF01789,CL0619,0.06026515
LBCA,PF01790,PF01790,0.1103095
LUCA,PF01791,CL0036,0.1318535
LBCA,PF01794,CL0328,0.1607995
Terrabacteria,PF01795,CL0063,0.06974485
LACA,PF01796,CL0021,0.152346
LBCA,PF01797,CL0481,0.223437
Euryarchaeota,PF01798,PF01798,0.0454764
LUCA,PF01799,CL0486,0.2876505
LBCA,PF01804,CL0052,0.1426505
LBCA,PF01807,CL0167,0.10209115
LUCA,PF01808,CL0109,0.08659245
LBCA,PF01809,PF01809,0.142822
LBCA,PF01810,CL0292,0.195952
LBCA,PF01812,CL0063,0.1000206
LBCA,PF01813,PF01813,0.0659455
LBCA,PF01814,PF01814,0.1923605
post-LBCA,PF01816,CL0020,0.189626
LUCA,PF01817,PF01817,0.09076685
LBCA,PF01820,CL0063,0.1362205
LBCA,PF01823,CL0293,0.0912069
Terrabacteria,PF01828,CL0004,0.1332694
LBCA,PF01832,CL0037,0.14324
LBCA,PF01833,CL0159,0.42894
LBCA,PF01835,CL0159,0.167144
unclassifiable,PF01837,PF01837,0.0595964
LUCA,PF01839,CL0186,0.556508
preLUCA,PF01841,CL0125,0.1583075
LUCA,PF01842,CL0070,0.09053245
preLUCA,PF01844,CL0263,0.399946
Proteobacteria,PF01845,CL0010,0.235814
LACA,PF01849,PF01849,0.043957
LUCA,PF01850,CL0280,0.4121935
post-LBCA,PF01852,CL0209,0.08296895
LUCA,PF01855,CL0254,0.117588
Proteobacteria,PF01856,CL0193,0.0570689
post-LBCA,PF01861,CL0063,0.092913
LUCA,PF01862,PF01862,0.0644461
LUCA,PF01863,CL0126,0.2009825
post-LBCA,PF01864,CL0234,0.06049055
LUCA,PF01865,CL0297,0.0557648
LACA,PF01866,PF01866,0.04290035
LUCA,PF01867,PF01867,0.197384
LACA,PF01868,CL0639,0.051505
LUCA,PF01869,CL0108,0.1474175
LACA,PF01870,CL0236,0.0776234
LBCA,PF01871,PF01871,0.0806359
LUCA,PF01872,CL0387,0.159465
LACA,PF01873,CL0123,0.046163
LUCA,PF01874,PF01874,0.0969058
LBCA,PF01875,CL0283,0.08456735
Euryarchaeota,PF01876,CL0036,0.03756165
LACA,PF01877,PF01877,0.0413446
LUCA,PF01878,CL0178,0.1336765
LUCA,PF01880,CL0159,0.1776795
LBCA,PF01881,CL0362,0.149642
LUCA,PF01882,CL0128,0.07805855
LBCA,PF01883,CL0232,0.07497705
Terrabacteria,PF01884,CL0036,0.05189865
LBCA,PF01885,CL0084,0.1600475
LACA,PF01886,PF01886,0.0273335
LBCA,PF01887,PF01887,0.0842475
LBCA,PF01888,PF01888,0.10059945
Euryarchaeota,PF01889,PF01889,0.0551506
unclassifiable,PF01890,PF01890,0.1352665
LBCA,PF01891,CL0315,0.11557215
Euryarchaeota,PF01893,CL0646,0.05312935
LBCA,PF01894,PF01894,0.1270295
LUCA,PF01895,CL0297,0.0739047
Euryarchaeota,PF01896,CL0243,0.058018
LBCA,PF01899,PF01899,0.1341845
LACA,PF01900,CL0734,0.04899595
Euryarchaeota,PF01901,CL0499,0.045948345
LUCA,PF01902,CL0039,0.133494
LUCA,PF01903,CL0043,0.0959173
LUCA,PF01904,CL0036,0.11915
LUCA,PF01905,CL0362,0.159526
LBCA,PF01906,CL0522,0.193282
LACA,PF01907,CL0167,0.0677394
LUCA,PF01909,CL0260,0.261796
LBCA,PF01910,CL0360,0.1422355
LACA,PF01912,CL0197,0.03669495
LACA,PF01913,PF01913,0.06566905
LBCA,PF01914,CL0292,0.114119
LBCA,PF01915,PF01915,0.3336985
LUCA,PF01916,CL0063,0.0911839
LACA,PF01917,CL0327,0.09956415
TACK,PF01918,CL0441,0.0475937
LACA,PF01920,CL0200,0.0361946
LACA,PF01921,CL0039,0.08433145
LACA,PF01922,CL0123,0.04289205
LACA,PF01923,CL0601,0.0768853
LBCA,PF01924,PF01924,0.1390045
preLUCA,PF01925,CL0292,0.238915
LUCA,PF01926,CL0023,0.06442055
LUCA,PF01927,CL0280,0.08795135
LBCA,PF01928,CL0273,0.106935
LUCA,PF01930,CL0236,0.1340995
LBCA,PF01931,CL0269,0.0860619
unclassifiable,PF01933,PF01933,0.05035805
LUCA,PF01934,CL0291,0.290945
LUCA,PF01935,CL0023,0.171054
LUCA,PF01936,CL0280,0.127118
LBCA,PF01937,PF01937,0.108327
LUCA,PF01938,CL0021,0.09002165
LACA,PF01939,CL0236,0.09323635
LACA,PF01940,PF01940,0.06327955
LUCA,PF01941,PF01941,0.04128425
preLUCA,PF01943,CL0222,0.2388365
LUCA,PF01944,PF01944,0.08749975
LUCA,PF01946,CL0063,0.106423
Terrabacteria,PF01947,CL0122,0.0546332
post-LBCA,PF01948,PF01948,0.05081305
LACA,PF01949,CL0219,0.05512445
unclassifiable,PF01950,PF01950,0.05602955
LUCA,PF01951,CL0319,0.07300675
LACA,PF01954,CL0105,0.196973
unclassifiable,PF01955,PF01955,0.10083355
LACA,PF01956,CL0376,0.04956295
LBCA,PF01957,CL0021,0.116254
unclassifiable,PF01958,CL0139,0.132405
post-LBCA,PF01959,PF01959,0.0581628
LUCA,PF01960,CL0635,0.07320895
LBCA,PF01963,CL0572,0.1093945
LUCA,PF01964,CL0036,0.123584
LUCA,PF01965,CL0014,0.210617
preLUCA,PF01966,CL0237,0.1599995
LBCA,PF01967,PF01967,0.1052245
LUCA,PF01968,CL0108,0.208428
LBCA,PF01969,PF01969,0.126455
LACA,PF01970,PF01970,0.2170745
LUCA,PF01972,CL0127,0.1358855
post-LBCA,PF01973,PF01973,0.1362085
LACA,PF01974,CL0236,0.0434656
LBCA,PF01975,PF01975,0.05189125
LACA,PF01976,PF01976,0.0650265
LUCA,PF01977,PF01977,0.07385285
LUCA,PF01978,CL0123,0.1562065
preLUCA,PF01979,CL0036,0.2539475
LUCA,PF01980,CL0105,0.1539175
unclassifiable,PF01981,CL0305,0.07254525
LACA,PF01982,CL0105,0.0325571
LACA,PF01983,CL0110,0.06392975
LACA,PF01984,PF01984,0.03230225
post-LBCA,PF01985,PF01985,0.054358
LUCA,PF01986,CL0418,0.07935275
LUCA,PF01987,CL0029,0.1427595
LACA,PF01988,PF01988,0.1344085
LACA,PF01989,CL0364,0.1189015
LUCA,PF01990,PF01990,0.06401635
unclassifiable,PF01991,CL0255,0.07895535
LUCA,PF01992,PF01992,0.06574285
Euryarchaeota,PF01993,PF01993,0.04301785
LACA,PF01994,CL0098,0.0556489
Euryarchaeota,PF01995,PF01995,0.0209451
LACA,PF01996,PF01996,0.0817857
LACA,PF01997,PF01997,0.04514865
LACA,PF01998,PF01998,0.038846
LACA,PF02001,CL0123,0.10934
LACA,PF02002,CL0123,0.0234363
unclassifiable,PF02005,CL0063,0.0347163
LACA,PF02006,CL0063,0.05569275
LACA,PF02007,CL0036,0.06423885
Terrabacteria,PF02011,CL0059,0.10207875
LBCA,PF02012,CL0186,0.471779
Proteobacteria,PF02013,PF02013,0.0481183
LUCA,PF02016,CL0014,0.164882
LBCA,PF02018,CL0202,0.3639965
LBCA,PF02021,CL0236,0.1252735
LBCA,PF02026,PF02026,0.18995395
LBCA,PF02028,CL0062,0.2766485
Terrabacteria,PF02031,CL0126,0.330874
LBCA,PF02033,CL0494,0.06185025
LUCA,PF02036,CL0311,0.1109617
unclassifiable,PF02040,CL0182,0.123249
post-LBCA,PF02049,PF02049,0.08573195
LBCA,PF02050,CL0419,0.08403765
LBCA,PF02055,CL0036,0.272304
unclassifiable,PF02056,CL0063,0.284399
Terrabacteria,PF02057,CL0036,0.1176273
LBCA,PF02065,CL0036,0.225645
Proteobacteria,PF02069,CL0461,0.149515
LBCA,PF02073,PF02073,0.10325105
LBCA,PF02074,CL0126,0.0863484
LBCA,PF02075,CL0219,0.0681919
LUCA,PF02080,CL0582,0.1524525
Terrabacteria,PF02081,PF02081,0.082454
LBCA,PF02082,CL0123,0.149938
LBCA,PF02085,CL0317,0.1350915
LUCA,PF02086,CL0063,0.3517085
unclassifiable,PF02089,CL0028,0.1368765
post-LBCA,PF02091,CL0040,0.0616286
Proteobacteria,PF02092,PF02092,0.05195055
Terrabacteria,PF02096,CL0376,0.0562493
Terrabacteria,PF02104,PF02104,0.0959052
post-LBCA,PF02107,PF02107,0.0735983
post-LBCA,PF02108,CL0255,0.0790175
unclassifiable,PF02110,CL0118,0.161413
Proteobacteria,PF02112,CL0381,0.143787
LBCA,PF02113,CL0013,0.1193335
post-LBCA,PF02119,PF02119,0.0746927
LBCA,PF02120,CL0424,0.1032034
LBCA,PF02126,CL0036,0.236478
LBCA,PF02127,CL0105,0.115611
LBCA,PF02128,CL0126,0.1196659
LUCA,PF02129,CL0028,0.2888425
Terrabacteria,PF02130,CL0126,0.08528195
unclassifiable,PF02132,CL0229,0.0907868
LUCA,PF02133,CL0062,0.323871
post-LBCA,PF02136,CL0051,0.1829405
LUCA,PF02142,PF02142,0.0993005
LUCA,PF02146,CL0063,0.1231975
post-LBCA,PF02148,CL0229,0.2374695
LACA,PF02150,CL0167,0.07955625
LUCA,PF02151,CL0671,0.1005705
LBCA,PF02152,CL0334,0.108522
LUCA,PF02153,CL0063,0.06803355
post-LBCA,PF02154,CL0355,0.0653181
LUCA,PF02156,CL0036,0.216993
LUCA,PF02163,CL0126,0.09395385
Proteobacteria,PF02167,CL0318,0.0716041
Proteobacteria,PF02169,CL0319,0.1404545
LUCA,PF02171,CL0219,0.1886459
post-LBCA,PF02178,PF02178,0.0711082
LBCA,PF02190,CL0178,0.04258865
LUCA,PF02195,CL0248,0.1435125
post-LBCA,PF02201,PF02201,0.09271995
post-LBCA,PF02203,CL0457,0.3285075
post-LBCA,PF02211,CL0010,0.247618
LUCA,PF02219,CL0036,0.1196315
LBCA,PF02222,CL0179,0.0929469
LUCA,PF02223,CL0023,0.07580705
Terrabacteria,PF02224,CL0023,0.08620375
LBCA,PF02225,CL0364,0.220859
unclassifiable,PF02229,CL0609,0.218503
LBCA,PF02230,CL0028,0.1687015
post-LBCA,PF02233,CL0063,0.11058965
LBCA,PF02237,CL0010,0.140002
LBCA,PF02239,CL0186,0.224761
Euryarchaeota,PF02240,CL0618,0.05423565
Euryarchaeota,PF02241,PF02241,0.03845
LBCA,PF02245,PF02245,0.12868
Euryarchaeota,PF02249,PF02249,0.0668751
LBCA,PF02253,CL0193,0.1138354
LUCA,PF02254,CL0063,0.1152465
Terrabacteria,PF02255,PF02255,0.284316
LBCA,PF02256,PF02256,0.306572
LBCA,PF02261,CL0199,0.1315835
post-LBCA,PF02264,CL0193,0.13768155
LBCA,PF02265,CL0368,0.1568285
LUCA,PF02272,PF02272,0.0552038
LUCA,PF02274,CL0197,0.1281605
LBCA,PF02275,CL0052,0.293155
post-LBCA,PF02276,CL0317,0.11980385
LBCA,PF02277,PF02277,0.09416875
LBCA,PF02278,CL0103,0.2160945
LBCA,PF02281,CL0219,0.1994525
LBCA,PF02283,CL0023,0.1305915
post-LBCA,PF02286,CL0036,0.10455955
unclassifiable,PF02287,PF02287,0.11592945
post-LBCA,PF02288,PF02288,0.1316222
Asgard,PF02289,PF02289,0.0345809
post-LBCA,PF02293,PF02293,0.11452095
TACK,PF02294,CL0010,0.01459205
Proteobacteria,PF02300,CL0335,0.08964615
post-LBCA,PF02302,CL0031,0.23797
LUCA,PF02308,PF02308,0.159822
LUCA,PF02310,PF02310,0.1802675
LBCA,PF02311,CL0029,0.5031715
Proteobacteria,PF02313,CL0335,0.111189
Proteobacteria,PF02315,PF02315,0.11011445
Proteobacteria,PF02316,CL0123,0.23904325
unclassifiable,PF02317,CL0106,0.2847455
LBCA,PF02321,CL0105,0.4520905
LBCA,PF02322,PF02322,0.1416325
LBCA,PF02325,PF02325,0.1011072
post-LBCA,PF02332,CL0044,0.1650785
Proteobacteria,PF02333,CL0186,0.131181
LBCA,PF02335,CL0317,0.1565875
Terrabacteria,PF02341,PF02341,0.1190045
post-LBCA,PF02342,PF02342,0.189695
LBCA,PF02347,CL0061,0.0987557
LUCA,PF02348,CL0110,0.200843
LUCA,PF02350,CL0113,0.17726
LBCA,PF02353,CL0063,0.16517
LBCA,PF02355,CL0322,0.03462925
LBCA,PF02357,CL0439,0.0605819
LBCA,PF02358,CL0137,0.0995021
Terrabacteria,PF02359,CL0199,0.03578965
LUCA,PF02361,PF02361,0.1293305
LBCA,PF02366,CL0111,0.130419
LBCA,PF02367,CL0023,0.08303645
LBCA,PF02368,CL0159,0.5930705
LBCA,PF02369,CL0159,0.1730345
LBCA,PF02371,CL0198,0.309317
LUCA,PF02374,CL0023,0.0951603
post-LBCA,PF02378,CL0493,0.385418
LUCA,PF02381,CL0132,0.0772726
preLUCA,PF02384,CL0063,0.4972975
LUCA,PF02386,CL0030,0.0863976
LBCA,PF02388,CL0257,0.1047261
LBCA,PF02390,CL0063,0.0919719
LBCA,PF02391,PF02391,0.0897223
Terrabacteria,PF02392,CL0266,0.106391
LBCA,PF02397,PF02397,0.2312955
LBCA,PF02401,PF02401,0.0632927
LBCA,PF02403,CL0298,0.0687529
LBCA,PF02405,PF02405,0.0736649
post-LBCA,PF02406,PF02406,0.2144865
LBCA,PF02410,CL0260,0.04670455
LBCA,PF02411,PF02411,0.2110035
LUCA,PF02412,CL0689,0.430882
Proteobacteria,PF02413,CL0348,0.414201
LBCA,PF02415,CL0268,0.2998655
LBCA,PF02416,PF02416,0.08302945
